Year,Report ID,Country,License,Commodity Type Overview,Commodity_type,Title / Project type,Project Name / concession layer,Project_ID,Project_Uri,Company_Name,Company_ID,Company share of project,IsOperator,Production Year,Production_volume,Production_unit,Price from EITI Report,Unit,Payment received by government (US$),Payment by company (US$),Company,Currency,Data,Company,Value
#year,#eitiSrouce,#country,#license,#project+commodityType,#project+commodityDetails,,#project,#project+identifier,#project+url,#project+company,#project+company+identifier,#project+company+share,#project+company+isOperator,#project+production+year,#project+production+volume,#project+production+unit,#project+production+price,#project+production+priceUnit,#governmentReceipt,#companyPayment,#companyPayment+country,#companyPayment+currency,#companyPayment+date,#companyPayment+company,#companyPayment+value
2010,Indonesia2010,Indonesia,,Oil & Gas,Oil,,South East Sumatera,,,CNOOC SES Ltd.,,,,2010,"14,994,753",barrels,Not given,,"767,094,000","766,912,000",Indonesia,USD,2010,CNOOC SES Ltd.,"766,912,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,Gas,,South East Sumatera,,,Inpex Sumatra Ltd/PHE Sumatra,,,,2010,"23,989,265",MSCF,Not given,,"12,214,000","21,214,000",Indonesia,USD,2010,Inpex Sumatra Ltd/PHE Sumatra,"21,214,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,,,South East Sumatera,,,KNOC Sumatra Ltd,,,,2010,,,,,"7,195,000",,Indonesia,USD,2010,KNOC Sumatra Ltd,0
2010,Indonesia2010,Indonesia,,Oil & Gas,,,South East Sumatera,,,Salamander Energy (Sumatra) BV,,,,2010,,,,,"3,598,000","3,598,000",Indonesia,USD,2010,Salamander Energy (Sumatra) BV,"3,598,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,,,South East Sumatera,,,Orchard Energy Sumatra BV,,,,2010,,,,,,,Indonesia,USD,2010,Orchard Energy Sumatra BV,0
2010,Indonesia2010,Indonesia,,Oil & Gas,,,South East Sumatera,,,Fortuna Resources (Sunda) Ltd,,,,2010,,,,,"2,049,000","2,049,000",Indonesia,USD,2010,Fortuna Resources (Sunda) Ltd,"2,049,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,,,South East Sumatera,,,Talisman UK (South East Sumatra) Ltd,,,,2010,,,,,"1,120,000","1,120,000",Indonesia,USD,2010,Talisman UK (South East Sumatra) Ltd,"1,120,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,,,South East Sumatera,,,Talisman Resources (Bahamas) Ltd,,,,2010,,,,,"924,000","924,000",Indonesia,USD,2010,Talisman Resources (Bahamas) Ltd,"924,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,Oil,,Muturi,,,BP Muturi Holdings BV,,,,2010,"371,868",barrels,Not given,,"7,737,000","7,737,000",Indonesia,USD,2010,BP Muturi Holdings BV,"7,737,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,Gas,,Muturi,,,CNOOC Muturia Ltd,,,,2010,"54,631,085",MSCF,Not given,,"1,250,000","1,250,000",Indonesia,USD,2010,CNOOC Muturia Ltd,"1,250,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,,,Muturi,,,Indonesia Natural Gas Resources Muturi Inc,,,,2010,,,,,"5,088,000","5,088,000",Indonesia,USD,2010,Indonesia Natural Gas Resources Muturi Inc,"5,088,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,Oil,,Coastal Plains Pekanbaru,,,JOB PT Bumi Siak Pusako-Pertamina Hulu,,,,2010,"6,259,258",barrels,Not given,,"328,259,000","328,259,000",Indonesia,USD,2010,JOB PT Bumi Siak Pusako-Pertamina Hulu,"328,259,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,,,Coastal Plains Pekanbaru,,,PT PHE CPP,,,,2010,,,,,"17,243,000","17,243,000",Indonesia,USD,2010,PT PHE CPP,"17,243,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,Oil,,Offshore Northwest Java,,,Pertamina Hulu Energi ONWJ Ltd.,,,,2010,"9,902,748",barrels,Not given,,"497,209,000","497,209,000",Indonesia,USD,2010,Pertamina Hulu Energi ONWJ Ltd.,"497,209,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,Gas,,Offshore Northwest Java,,,CNOOC ONWJ Ltd,,,,2010,"74,149,557",MSCF,Not given,,"23,362,000","23,362,000",Indonesia,USD,2010,CNOOC ONWJ Ltd,"23,362,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,,,Offshore Northwest Java,,,Itochu Oil Exploration Co. Ltd,,,,2010,,,,,"862,000",,Indonesia,USD,2010,Itochu Oil Exploration Co. Ltd,0
2010,Indonesia2010,Indonesia,,Oil & Gas,,,Offshore Northwest Java,,,PT PHE Jawa Ltd,,,,2010,,,,,"8,033,000","8,033,000",Indonesia,USD,2010,PT PHE Jawa Ltd,"8,033,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,,,Offshore Northwest Java,,,Salamander Energy (Java) BV,,,,2010,,,,,"3,733,000","3,733,000",Indonesia,USD,2010,Salamander Energy (Java) BV,"3,733,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,,,Offshore Northwest Java,,,Talisman Energy,,,,2010,,,,,"4,010,000","4,010,000",Indonesia,USD,2010,Talisman Energy,"4,010,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,Oil,,West Madura,,,Pertamina Hulu Energi West Madura Offshore,,,,2010,"3,707,980",barrels,Not given,,"-110,440,000","-110,440,000",Indonesia,USD,2010,Pertamina Hulu Energi West Madura Offshore,"-110,440,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,Gas,,West Madura,,,,,,,2010,"30,182,148",MSCF,Not given,,,,Indonesia,USD,2010,0,0
2010,Indonesia2010,Indonesia,,Oil & Gas,Oil,,Tuban,,,JOB Pertamina - PetroChina East Java Ltd,,,,2010,"3,902,484",barrels,Not given,,"107,591,000","107,591,000",Indonesia,USD,2010,JOB Pertamina - PetroChina East Java Ltd,"107,591,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,Gas,,Tuban,,,PT PHE Tuban East Java,,,,2010,"2,378,410",MSCF,Not given,,"97,397,000","97,391,000",Indonesia,USD,2010,PT PHE Tuban East Java,"97,391,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,,,Tuban,,,PT PHE Tuban,,,,2010,,,,,"6,821,000","6,821,000",Indonesia,USD,2010,PT PHE Tuban,"6,821,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,Oil,,Salawati Island JOB,,,JOB Pertamina - PetroChina Salawati Ltd,,,,2010,"1,108,250",barrels,Not given,,"17,451,000","17,451,000",Indonesia,USD,2010,JOB Pertamina - PetroChina Salawati Ltd,"17,451,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,,,Salawati Island JOB,,,PT PHE Salawati,,,,2010,,,,,"15,216,000","15,189,000",Indonesia,USD,2010,PT PHE Salawati,"15,189,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,,,Salawati Island JOB,,,Lundin Indonesia BV/RHP Salawati Island BV,,,,2010,,,,,"947,000","947,000",Indonesia,USD,2010,Lundin Indonesia BV/RHP Salawati Island BV,"947,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,,,Salawati Island JOB,,,Pearl Oil (Island) Ltd/Petrogas (Island) Ltd,,,,2010,,,,,"1,221,000","1,221,000",Indonesia,USD,2010,Pearl Oil (Island) Ltd/Petrogas (Island) Ltd,"1,221,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,Oil,,"Senoro - Toili, Sulawesi",,,PT Pertamina - Medco E&P Tomori Sulawesi,,,,2010,"618,580",barrels,Not given,,"21,411,000","21,411,000",Indonesia,USD,2010,PT Pertamina - Medco E&P Tomori Sulawesi,"21,411,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,,,"Senoro - Toili, Sulawesi",,,PT PHE Tomori,,,,2010,,,,,"2,243,000","2,243,000",Indonesia,USD,2010,PT PHE Tomori,"2,243,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,Oil,,Pendopo-Raja JOB,,,JOB Pertamina-Golden Spike Energy Indonesia Ltd,,,,2010,"404,463",barrels,Not given,,"10,674,000","10,674,000",Indonesia,USD,2010,JOB Pertamina-Golden Spike Energy Indonesia Ltd,"10,674,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,Gas,,Pendopo-Raja JOB,,,PT PHE Raja Tempirai,,,,2010,"636,692",MSCF,Not given,,"6,363,000","6,363,000",Indonesia,USD,2010,PT PHE Raja Tempirai,"6,363,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,Oil,,Jabung,,,PetroChina International Jabung Ltd.,,,,2010,"6,649,830",barrels,Not given,,"664,387,000","664,387,000",Indonesia,USD,2010,PetroChina International Jabung Ltd.,"664,387,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,Gas,,Jabung,,,PP Oil&Gas (Jabung-Indonesia) Ltd,,,,2010,"57,017,376",MSCF,Not given,,"76,792,000","76,792,000",Indonesia,USD,2010,PP Oil&Gas (Jabung-Indonesia) Ltd,"76,792,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,,,Jabung,,,Petronas Carigali Jabung Ltd,,,,2010,,,,,"73,910,000","73,910,000",Indonesia,USD,2010,Petronas Carigali Jabung Ltd,"73,910,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,,,Jabung,,,PT PHE Jabung,,,,2010,,,,,"47,534,000","47,534,000",Indonesia,USD,2010,PT PHE Jabung,"47,534,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,Oil,,Salawati Basin,,,Petrochina International Bermuda Ltd,,,,2010,"2,271,599",barrels,Not given,,"98,317,000","98,317,000",Indonesia,USD,2010,Petrochina International Bermuda Ltd,"98,317,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,Gas,,Salawati Basin,,,Pearl Oil (Basin) Ltd/Petrogas (Basin) Ltd,,,,2010,"481,163",MSCF,Not given,,"2,509,000","2,509,000",Indonesia,USD,2010,Pearl Oil (Basin) Ltd/Petrogas (Basin) Ltd,"2,509,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,,,Salawati Basin,,,Lundin International BV/RHP Salawati Basin BV,,,,2010,,,,,"1,909,000","1,909,000",Indonesia,USD,2010,Lundin International BV/RHP Salawati Basin BV,"1,909,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,,,Salawati Basin,,,Patrogas (Basin) td,,,,2010,,,,,,,Indonesia,USD,2010,Patrogas (Basin) td,0
2010,Indonesia2010,Indonesia,,Oil & Gas,,,Salawati Basin,,,RHP Salawati Basin,,,,2010,,,,,,,Indonesia,USD,2010,RHP Salawati Basin,0
2010,Indonesia2010,Indonesia,,Oil & Gas,,,Salawati Basin,,,PT PHE Salawati Basin,,,,2010,,,,,"678,000","678,000",Indonesia,USD,2010,PT PHE Salawati Basin,"678,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,Oil,,Bangko,,,PetroChina International Bangko Ltd.,,,,2010,"22,999",barrels,Not given,,"226,000","226,000",Indonesia,USD,2010,PetroChina International Bangko Ltd.,"226,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,Oil,,Berau,,,BP Berau Ltd.,,,,2010,"1,235,929",barrels,Not given,,"45,764,000","45,764,000",Indonesia,USD,2010,BP Berau Ltd.,"45,764,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,Gas,,Berau,,,Ml Berau BV,,,,2010,"181,570,074",MSCF,Not given,,"9,761,000","9,761,000",Indonesia,USD,2010,Ml Berau BV,"9,761,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,,,Berau,,,Nippon Oil Exploration (Berau) Ltd,,,,2010,,,,,"8,468,000","8,468,000",Indonesia,USD,2010,Nippon Oil Exploration (Berau) Ltd,"8,468,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,,,Berau,,,KG Berau Petroleum Ltd,,,,2010,,,,,"5,927,000","5,927,000",Indonesia,USD,2010,KG Berau Petroleum Ltd,"5,927,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,Oil,,Wiriagar,,,BP Wiriagar Ltd.,,,,2010,"124,919",barrels,Not given,,"4,590,000","4,590,000",Indonesia,USD,2010,BP Wiriagar Ltd.,"4,590,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,Gas,,Wiriagar,,,Talisman Wiriagar Overseas Ltd,,,,2010,"18,351,791",MSCF,Not given,,"1,640,000","1,715,000",Indonesia,USD,2010,Talisman Wiriagar Overseas Ltd,"1,715,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,,,Wiriagar,,,KG Wiriagar Petroleum Ltd,,,,2010,,,,,"956,000","956,000",Indonesia,USD,2010,KG Wiriagar Petroleum Ltd,"956,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,Oil,,Rimau,,,PT Medco E&P Rimau,,,,2010,"6,216,130",barrels,Not given,,"248,788,000","248,788,000",Indonesia,USD,2010,PT Medco E&P Rimau,"248,788,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,Gas,,Rimau,,,Perusda Pertambangan & Energi,,,,2010,"2,332,120",MSCF,Not given,,"1,383,000","1,383,000",Indonesia,USD,2010,Perusda Pertambangan & Energi,"1,383,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,Oil,,South & Central Sumatra,,,PT Medco E&P Indonesia,,,,2010,"2,843,054",barrels,Not given,,"308,664,000","308,664,000",Indonesia,USD,2010,PT Medco E&P Indonesia,"308,664,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,Gas,,South & Central Sumatra,,,,,,,2010,"44,523,280",MSCF,Not given,,,,Indonesia,USD,2010,0,0
2010,Indonesia2010,Indonesia,,Oil & Gas,Oil,,Tarakan,,,PT Medco E&P Tarakan,,,,2010,"691,859",barrels,Not given,,"33,749,000","33,749,000",Indonesia,USD,2010,PT Medco E&P Tarakan,"33,749,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,Gas,,Tarakan,,,,,,,2010,"1,864,501",MSCF,Not given,,,,Indonesia,USD,2010,0,0
2010,Indonesia2010,Indonesia,,Oil & Gas,Oil,,Lematang,,,PT Medco E&P Lematang,,,,2010,"1,781",barrels,Not given,,"1,552,000","1,552,000",Indonesia,USD,2010,PT Medco E&P Lematang,"1,552,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,Gas,,Lematang,,,Lematang E&P Limited,,,,2010,"3,227,984",MSCF,Not given,,,,Indonesia,USD,2010,Lematang E&P Limited,0
2010,Indonesia2010,Indonesia,,Oil & Gas,,,Lematang,,,Lundin Lematang BV,,,,2010,,,,,,,Indonesia,USD,2010,Lundin Lematang BV,0
2010,Indonesia2010,Indonesia,,Oil & Gas,,,Block A,,,PT Medco E&P Malaka,,,,2010,,,,,"2,500,000","2,500,000",Indonesia,USD,2010,PT Medco E&P Malaka,"2,500,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,,,Block A,,,Premier Oil Sumatra (North) BV,,,,2010,,,,,,,Indonesia,USD,2010,Premier Oil Sumatra (North) BV,0
2010,Indonesia2010,Indonesia,,Oil & Gas,,,Block A,,,Japex Block A Ltd,,,,2010,,,,,,,Indonesia,USD,2010,Japex Block A Ltd,0
2010,Indonesia2010,Indonesia,,Oil & Gas,Oil,,Natuna Sea Block A,,,Premier Oil Natuna SEA BV,,,,2010,"676,929",barrels,Not given,,"310,532,000","310,532,000",Indonesia,USD,2010,Premier Oil Natuna SEA BV,"310,532,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,Gas,,Natuna Sea Block A,,,Kupfec Indonesia (Natuna) BV,,,,2010,"53,411",MSCF,Not given,,"48,662,000","48,662,000",Indonesia,USD,2010,Kupfec Indonesia (Natuna) BV,"48,662,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,,,Natuna Sea Block A,,,Natuna 2 BV,,,,2010,,,,,"33,577,000","33,577,000",Indonesia,USD,2010,Natuna 2 BV,"33,577,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,,,Natuna Sea Block A,,,Natuna 1 BV,,,,2010,,,,,"21,898,000","21,898,000",Indonesia,USD,2010,Natuna 1 BV,"21,898,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,Oil,,Malacca Strait,,,EMP Malacca Strait S.A,,,,2010,"2,712,959",barrels,Not given,,"108,295,000","108,295,000",Indonesia,USD,2010,EMP Malacca Strait S.A,"108,295,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,,,Malacca Strait,,,OOGC Malacca,,,,2010,,,,,"3,038,000","3,038,000",Indonesia,USD,2010,OOGC Malacca,"3,038,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,,,Malacca Strait,,,Malacca Petroleum Limited,,,,2010,,,,,,,Indonesia,USD,2010,Malacca Petroleum Limited,0
2010,Indonesia2010,Indonesia,,Oil & Gas,,,Malacca Strait,,,PT Imbang Tata Alam,,,,2010,,,,,,,Indonesia,USD,2010,PT Imbang Tata Alam,0
2010,Indonesia2010,Indonesia,,Oil & Gas,Oil,,Kangean,,,Kangean Energy Indonesia Ltd.,,,,2010,"385,580",barrels,Not given,,"5,496,000","5,496,000",Indonesia,USD,2010,Kangean Energy Indonesia Ltd.,"5,496,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,Gas,,Kangean,,,EMP Exploration (Kangean),,,,2010,"8,361,777",MSCF,Not given,,,,Indonesia,USD,2010,EMP Exploration (Kangean),0
2010,Indonesia2010,Indonesia,,Oil & Gas,Gas,,Korinci,,,Kalila (Korinci) Ltd.,,,,2010,"3,231,216",MSCF,Not given,,"686,000","686,000",Indonesia,USD,2010,Kalila (Korinci) Ltd.,"686,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,Oil,,Brantas,,,Lapindo Brantas Inc.,,,,2010,"3,548",barrels,Not given,,"1,282,000","1,282,000",Indonesia,USD,2010,Lapindo Brantas Inc.,"1,282,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,Gas,,Brantas,,,PT Prakarsa Brantas,,,,2010,"2,542,268",MSCF,Not given,,,,Indonesia,USD,2010,PT Prakarsa Brantas,0
2010,Indonesia2010,Indonesia,,Oil & Gas,,,Brantas,,,Minarak Labuan Co,,,,2010,,,,,,,Indonesia,USD,2010,Minarak Labuan Co,0
2010,Indonesia2010,Indonesia,,Oil & Gas,,,Bentu,,,EMP Bentu Limited,,,,2010,,,,,,,Indonesia,USD,2010,EMP Bentu Limited,0
2010,Indonesia2010,Indonesia,,Oil & Gas,,,Tonga,,,PT EMP Tonga,,,,2010,,,,,,,Indonesia,USD,2010,PT EMP Tonga,0
2010,Indonesia2010,Indonesia,,Oil & Gas,,,Tonga,,,PT Kencana Surya Perkasa,,,,2010,,,,,,,Indonesia,USD,2010,PT Kencana Surya Perkasa,0
2010,Indonesia2010,Indonesia,,Oil & Gas,,,Tonga,,,PT Petross Exploration Production,,,,2010,,,,,,,Indonesia,USD,2010,PT Petross Exploration Production,0
2010,Indonesia2010,Indonesia,,Oil & Gas,Oil,,Kakap,,,Star Energy (Kakap) Ltd.,,,,2010,"1,142,229",barrels,Not given,,"136,894,000","136,894,000",Indonesia,USD,2010,Star Energy (Kakap) Ltd.,"136,894,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,Gas,,Kakap,,,Premier Oil Kakap BV,,,,2010,"16,703,795",MSCF,Not given,,"9,190,000","9,190,000",Indonesia,USD,2010,Premier Oil Kakap BV,"9,190,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,,,Kakap,,,SPC Kakap Limited,,,,2010,,,,,"8,371,000","8,371,000",Indonesia,USD,2010,SPC Kakap Limited,"8,371,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,,,Kakap,,,Novus UK (Kakap) Ltd,,,,2010,,,,,"6,411,000","6,411,000",Indonesia,USD,2010,Novus UK (Kakap) Ltd,"6,411,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,,,Kakap,,,PT PHE Kakap,,,,2010,,,,,"4,828,000","4,828,000",Indonesia,USD,2010,PT PHE Kakap,"4,828,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,,,Kakap,,,Novus Petroleum Canada (Kakap) Ltd,,,,2010,,,,,"1,393,000","1,392,000",Indonesia,USD,2010,Novus Petroleum Canada (Kakap) Ltd,"1,392,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,,,Kakap,,,Natuna UK (Kakap 2) Ltd,,,,2010,,,,,"3,009,000","3,009,000",Indonesia,USD,2010,Natuna UK (Kakap 2) Ltd,"3,009,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,,,Kakap,,,Novus Nominees Pty Ltd,,,,2010,,,,,"1,574,000","1,575,000",Indonesia,USD,2010,Novus Nominees Pty Ltd,"1,575,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,Oil,,Ogan Komering,,,JOB Pertamina - Talisman (Ogan Konering) Ltd,,,,2010,"1,657,100",barrels,Not given,,"45,842,000","45,842,000",Indonesia,USD,2010,JOB Pertamina - Talisman (Ogan Konering) Ltd,"45,842,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,Gas,,Ogan Komering,,,PT PHE Ogan Komering,,,,2010,"2,789,674",MSCF,Not given,,"33,173,000","33,173,000",Indonesia,USD,2010,PT PHE Ogan Komering,"33,173,000"
2010,Indonesia2010,Indonesia,,Oil & Gas,,,Ogan Komering,,,BUT Talisman (Ogan Komering) Ltd.,,,,2010,,,,,,,Indonesia,USD,2010,BUT Talisman (Ogan Komering) Ltd.,0
2010,,Indonesia,,Oil & Gas,Oil,,Pangkah,,,Hess (Indonesia-Pangkah) Ltd.,,,,2010,"1,214,456",barrels,Not given,,"20,251,000","20,251,000",Indonesia,USD,2010,Hess (Indonesia-Pangkah) Ltd.,"20,251,000"
2010,,Indonesia,,Oil & Gas,Gas,,Pangkah,,,Kupfec Indonesia Pangkah BV,,,,2010,"14,263,465",MSCF,Not given,,,,Indonesia,USD,2010,Kupfec Indonesia Pangkah BV,0
2010,,Indonesia,,Oil & Gas,,,Pangkah,,,Hess (Indonesia-Pangkah) LLC,,,,2010,,,,,,,Indonesia,USD,2010,Hess (Indonesia-Pangkah) LLC,0
2010,,Indonesia,,Oil & Gas,Oil,,Sampang,,,Santos (Sampang) Pty. Ltd,,,,2010,"1,515,766",barrels,Not given,,"19,590,000","19,590,000",Indonesia,USD,2010,Santos (Sampang) Pty. Ltd,"19,590,000"
2010,,Indonesia,,Oil & Gas,Gas,,Sampang,,,Singapore Petroleum Company Ltd,,,,2010,"21,187,676",MSCF,Not given,,,,Indonesia,USD,2010,Singapore Petroleum Company Ltd,0
2010,,Indonesia,,Oil & Gas,,,Sampang,,,Cue Sampang Pty Ltd,,,,2010,,,,,,,Indonesia,USD,2010,Cue Sampang Pty Ltd,0
2010,,Indonesia,,Oil & Gas,Gas,,Madura,,,Santos (Madura Offshore) Pty. Ltd.,,,,2010,"42,160,427",MSCF,Not given,,"7,775,000","7,775,000",Indonesia,USD,2010,Santos (Madura Offshore) Pty. Ltd.,"7,775,000"
2010,,Indonesia,,Oil & Gas,,,Madura,,,Petronas Carigali Madura lrd,,,,2010,,,,,,,Indonesia,USD,2010,Petronas Carigali Madura lrd,0
2010,,Indonesia,,Oil & Gas,,,Madura,,,Petrogas Pantai Madura,,,,2010,,,,,,,Indonesia,USD,2010,Petrogas Pantai Madura,0
2010,,Indonesia,,Oil & Gas,Gas,,Sengkang,,,Energy Equity Epic (Sengkang) Pty. Ltd.,,,,2010,"12,859,584",MSCF,Not given,,"13,560,000","13,142,000",Indonesia,USD,2010,Energy Equity Epic (Sengkang) Pty. Ltd.,"13,142,000"
2010,,Indonesia,,Oil & Gas,Oil,,Seram Non Bula,,,CITIC Seram Energy Ltd.,,,,2010,"774,866",barrels,Not given,,"1,341,000","1,341,000",Indonesia,USD,2010,CITIC Seram Energy Ltd.,"1,341,000"
2010,,Indonesia,,Oil & Gas,,,Seram Non Bula,,,Kufpec (Indonesia) Limited,,,,2010,,,,,,,Indonesia,USD,2010,Kufpec (Indonesia) Limited,0
2010,,Indonesia,,Oil & Gas,,,Seram Non Bula,,,Gulf petroleum Investment Co,,,,2010,,,,,,,Indonesia,USD,2010,Gulf petroleum Investment Co,0
2010,,Indonesia,,Oil & Gas,,,Seram Non Bula,,,Lion International Investment Ltd,,,,2010,,,,,,,Indonesia,USD,2010,Lion International Investment Ltd,0
2010,,Indonesia,,Oil & Gas,Oil,,Bula,,,Kalrez Petroleum (Seram) Ltd.,,,,2010,"146,425",barrels,Not given,,"1,415,000","1,415,000",Indonesia,USD,2010,Kalrez Petroleum (Seram) Ltd.,"1,415,000"
2010,,Indonesia,,Oil & Gas,Oil,,Tungkal,,,Mont D'Or Oil Tungkai Ltd,,,,2010,"328,874",barrels,Not given,,"3,301,000","3,301,000",Indonesia,USD,2010,Mont D'Or Oil Tungkai Ltd,"3,301,000"
2010,,Indonesia,,Oil & Gas,,,Tungkal,,,Fuel-X,,,,2010,,,,,,,Indonesia,USD,2010,Fuel-X,0
2010,,Indonesia,,Oil & Gas,Oil,,Selat Panjang,,,Petroselat Ltd.,,,,2010,"105,122",barrels,Not given,,"1,212,000","1,212,000",Indonesia,USD,2010,Petroselat Ltd.,"1,212,000"
2010,,Indonesia,,Oil & Gas,,,Selat Panjang,,,Petrochina International Selat Panjang ltd,,,,2010,,,,,,,Indonesia,USD,2010,Petrochina International Selat Panjang ltd,0
2010,,Indonesia,,Oil & Gas,,,Selat Panjang,,,International Mineral Resources Inc.,,,,2010,,,,,,,Indonesia,USD,2010,International Mineral Resources Inc.,0
2010,,Indonesia,,Oil & Gas,Gas,,Wailawi,,,BUMD Benuo Taka,,,,2010,"420,268",MSCF,Not given,,"644,000","644,000",Indonesia,USD,2010,BUMD Benuo Taka,"644,000"
2010,,Indonesia,,Oil & Gas,Oil,,Gebang,,,JOB Pertamina-Costa International Group Ltd,,,,2010,"7,896",barrels,Not given,,"60,000","60,000",Indonesia,USD,2010,JOB Pertamina-Costa International Group Ltd,"60,000"
2010,,Indonesia,,Oil & Gas,Gas,,Gebang,,,PT PHE Gebang,,,,2010,"174,760",MSCF,Not given,,,,Indonesia,USD,2010,PT PHE Gebang,0
2010,,Indonesia,,Oil & Gas,,,Gebang,,,EMP Genbang Ltd,,,,2010,,,,,,,Indonesia,USD,2010,EMP Genbang Ltd,0
2010,,Indonesia,,Oil & Gas,Oil,,Langgak,,,SPR Langgak,,,,2010,"122,775",barrels,Not given,,"3,320,000","3,816,000",Indonesia,USD,2010,SPR Langgak,"3,816,000"
2010,,Indonesia,,Oil & Gas,,,Langgak,,,Kingswood Capital Ltd,,,,2010,,,,,"39,000","39,000",Indonesia,USD,2010,Kingswood Capital Ltd,"39,000"
2010,,Indonesia,,Oil & Gas,Oil,,Merangin II,,,PT Sele Raya Merangin Dua,,,,2010,"78,623",barrels,Not given,,"660,000","660,000",Indonesia,USD,2010,PT Sele Raya Merangin Dua,"660,000"
2010,,Indonesia,,Oil & Gas,,,Merangin II,,,Merangin BV,,,,2010,,,,,,,Indonesia,USD,2010,Merangin BV,0
2010,,Indonesia,,Oil & Gas,,,Merangin II,,,Sinochem Merangin Ltd,,,,2010,,,,,,,Indonesia,USD,2010,Sinochem Merangin Ltd,0
2010,,Indonesia,,Oil & Gas,Oil,,Bawean,,,Camar Resources Canada Inc,,,,2010,"358,936",barrels,Not given,,"4,208,000","4,208,000",Indonesia,USD,2010,Camar Resources Canada Inc,"4,208,000"
2010,,Indonesia,,Oil & Gas,,,Bawean,,,Camar Bawean Petroleum Ltd,,,,2010,,,,,,,Indonesia,USD,2010,Camar Bawean Petroleum Ltd,0
2010,,Indonesia,,Oil & Gas,Gas,,Pase,,,Triangle Pase,,,,2010,"1,679,339",MSCF,Not given,,"6,474,000","6,474,000",Indonesia,USD,2010,Triangle Pase,"6,474,000"
