Year,Report ID,Country,License,Commodity Type Overview,Commodity_type,Title / Project type,Project Name / concession layer,Project_ID,Project_Uri,Company_Name,Company_ID,Company share of project,IsOperator,Production Year,Production_volume,Production_unit,Price from EITI Report,Unit,Payment received by government (US$),Payment by company (US$),Company,Currency,Data,Company,Value
#year,#eitiSrouce,#country,#license,#project+commodityType,#project+commodityDetails,,#project,#project+identifier,#project+url,#project+company,#project+company+identifier,#project+company+share,#project+company+isOperator,#project+production+year,#project+production+volume,#project+production+unit,#project+production+price,#project+production+priceUnit,#governmentReceipt,#companyPayment,#companyPayment+country,#companyPayment+currency,#companyPayment+date,#companyPayment+company,#companyPayment+value
2010,,Indonesia,,Oil & Gas,Gas,,Korinci,,,EMP Korinci Baru Ltd,,,,2010,"1,348,585",MSCF,Not given,,"246,000","246,000",Indonesia,USD,2010,EMP Korinci Baru Ltd,"246,000"
2010,,Indonesia,,Oil & Gas,Gas,,Brantas,,,Lapindo Brantas Inc.,,,,2010,"1,581,449",MSCF,Not given,,"1,098,000","1,098,000",Indonesia,USD,2010,Lapindo Brantas Inc.,"1,098,000"
2010,,Indonesia,,Oil & Gas,,,Brantas,,,PT Prakarsa Brantas,,,,2010,,,,,,,Indonesia,USD,2010,PT Prakarsa Brantas,0
2010,,Indonesia,,Oil & Gas,,,Brantas,,,Minarak Labuan Co,,,,2010,,,,,,,Indonesia,USD,2010,Minarak Labuan Co,0
2010,,Indonesia,,Oil & Gas,Gas,,Bentu,,,EMP Bentu Limited,,,,2010,"5,032,462",MSCF,Not given,,"1,751,000","1,749,000",Indonesia,USD,2010,EMP Bentu Limited,"1,749,000"
2010,,Indonesia,,Oil & Gas,,,Tonga,,,PT EMP Tonga,,,,2010,,,,,"563,000","563,000",Indonesia,USD,2010,PT EMP Tonga,"563,000"
2010,,Indonesia,,Oil & Gas,,,Tonga,,,PT Kencana Surya Perkasa,,,,2010,,,,,,,Indonesia,USD,2010,PT Kencana Surya Perkasa,0
2010,,Indonesia,,Oil & Gas,Oil,,Kakap,,,Star Energy (Kakap) Ltd.,,,,2010,"1,035,053",barrels,Not given,,"155,971,000","155,971,000",Indonesia,USD,2010,Star Energy (Kakap) Ltd.,"155,971,000"
2010,,Indonesia,,Oil & Gas,Gas,,Kakap,,,Premier Oil Kakap BV,,,,2010,"12,754,987",MSCF,Not given,,"12,254,000","12,254,000",Indonesia,USD,2010,Premier Oil Kakap BV,"12,254,000"
2010,,Indonesia,,Oil & Gas,,,Kakap,,,SPC Kakap Limited,,,,2010,,,,,"11,128,000","11,128,000",Indonesia,USD,2010,SPC Kakap Limited,"11,128,000"
2010,,Indonesia,,Oil & Gas,,,Kakap,,,Novus UK (Kakap) Ltd,,,,2010,,,,,"8,046,000","8,046,000",Indonesia,USD,2010,Novus UK (Kakap) Ltd,"8,046,000"
2010,,Indonesia,,Oil & Gas,,,Kakap,,,PT PHE Kakap,,,,2010,,,,,"7,426,000","7,426,000",Indonesia,USD,2010,PT PHE Kakap,"7,426,000"
2010,,Indonesia,,Oil & Gas,,,Kakap,,,Novus Petroleum Canada (Kakap) Ltd,,,,2010,,,,,"1,772,000","1,772,000",Indonesia,USD,2010,Novus Petroleum Canada (Kakap) Ltd,"1,772,000"
2010,,Indonesia,,Oil & Gas,,,Kakap,,,Natuna UK (Kakap 2) Ltd,,,,2010,,,,,"3,725,000","3,725,000",Indonesia,USD,2010,Natuna UK (Kakap 2) Ltd,"3,725,000"
2010,,Indonesia,,Oil & Gas,,,Kakap,,,Novus Nominees Pty Ltd,,,,2010,,,,,"1,949,000","1,949,000",Indonesia,USD,2010,Novus Nominees Pty Ltd,"1,949,000"
2010,,Indonesia,,Oil & Gas,Oil,,Ogan Komering,,,JOB Pertamina - Talisman (Ogan Konering) Ltd,,,,2010,"1,628,846",barrels,Not given,,"65,574,000","65,574,000",Indonesia,USD,2010,JOB Pertamina - Talisman (Ogan Konering) Ltd,"65,574,000"
2010,,Indonesia,,Oil & Gas,Gas,,Ogan Komering,,,PT PHE Ogan Komering,,,,2010,"2,727,572",MSCF,Not given,,"46,023,000","46,023,000",Indonesia,USD,2010,PT PHE Ogan Komering,"46,023,000"
2010,,Indonesia,,Oil & Gas,,,Ogan Komering,,,BUT Talisman (Ogan Komering) Ltd.,,,,2010,,,Not given,,,,Indonesia,USD,2010,BUT Talisman (Ogan Komering) Ltd.,0
2010,,Indonesia,,Oil & Gas,Oil,,Pangkah,,,Hess (Indonesia-Pangkah) Ltd.,,,,2010,"1,633,255",barrels,Not given,,"34,832,000","34,832,000",Indonesia,USD,2010,Hess (Indonesia-Pangkah) Ltd.,"34,832,000"
2010,,Indonesia,,Oil & Gas,Gas,,Pangkah,,,Kupfec Indonesia Pangkah BV,,,,2010,"14,758,838",MSCF,Not given,,,,Indonesia,USD,2010,Kupfec Indonesia Pangkah BV,0
2010,,Indonesia,,Oil & Gas,,,Pangkah,,,Hess (Indonesia-Pangkah) LLC,,,,2010,,,,,,,Indonesia,USD,2010,Hess (Indonesia-Pangkah) LLC,0
2010,,Indonesia,,Oil & Gas,Oil,,Sampang,,,Santos (Sampang) Pty. Ltd,,,,2010,"867,961",barrels,Not given,,"43,343,000","43,343,000",Indonesia,USD,2010,Santos (Sampang) Pty. Ltd,"43,343,000"
2010,,Indonesia,,Oil & Gas,Gas,,Sampang,,,Singapore Petroleum Company Ltd,,,,2010,"19,022,644",MSCF,Not given,,,,Indonesia,USD,2010,Singapore Petroleum Company Ltd,0
2010,,Indonesia,,Oil & Gas,,,Sampang,,,Cue Sampang Pty Ltd,,,,2010,,,,,,,Indonesia,USD,2010,Cue Sampang Pty Ltd,0
2010,,Indonesia,,Oil & Gas,Gas,,Madura,,,Santos (Madura Offshore) Pty. Ltd.,,,,2010,"42,452,633",MSCF,Not given,,"66,448,000","66,448,000",Indonesia,USD,2010,Santos (Madura Offshore) Pty. Ltd.,"66,448,000"
2010,,Indonesia,,Oil & Gas,,,Madura,,,Petronas Carigali Madura lrd,,,,2010,,,,,"5,792,000","5,792,000",Indonesia,USD,2010,Petronas Carigali Madura lrd,"5,792,000"
2010,,Indonesia,,Oil & Gas,,,Madura,,,Petrogas Pantai Madura,,,,2010,,,,,"4,310,000","4,310,000",Indonesia,USD,2010,Petrogas Pantai Madura,"4,310,000"
2010,,Indonesia,,Oil & Gas,Gas,,Sengkang,,,Energy Equity Epic (Sengkang) Pty. Ltd.,,,,2010,"14,049,879",MSCF,Not given,,"13,318,000","13,318,000",Indonesia,USD,2010,Energy Equity Epic (Sengkang) Pty. Ltd.,"13,318,000"
2010,,Indonesia,,Oil & Gas,Oil,,Seram Non Bula,,,CITIC Seram Energy Ltd.,,,,2010,"891,842",barrels,Not given,,"6,957,000","6,957,000",Indonesia,USD,2010,CITIC Seram Energy Ltd.,"6,957,000"
2010,,Indonesia,,Oil & Gas,,,Seram Non Bula,,,Kufpec (Indonesia) Limited,,,,2010,,,,,,,Indonesia,USD,2010,Kufpec (Indonesia) Limited,0
2010,,Indonesia,,Oil & Gas,,,Seram Non Bula,,,Gulf petroleum Investment Co,,,,2010,,,,,,,Indonesia,USD,2010,Gulf petroleum Investment Co,0
2010,,Indonesia,,Oil & Gas,,,Seram Non Bula,,,Lion International Investment Ltd,,,,2010,,,,,,,Indonesia,USD,2010,Lion International Investment Ltd,0
2010,,Indonesia,,Oil & Gas,Oil,,Bula,,,Kalrez Petroleum (Seram) Ltd.,,,,2010,"147,787",barrels,Not given,,"2,044,000","2,044,000",Indonesia,USD,2010,Kalrez Petroleum (Seram) Ltd.,"2,044,000"
2010,,Indonesia,,Oil & Gas,Oil,,Tungkal,,,Mont D'Or Oil Tungkai Ltd,,,,2010,"224,991",barrels,Not given,,"3,173,000","3,173,000",Indonesia,USD,2010,Mont D'Or Oil Tungkai Ltd,"3,173,000"
2010,,Indonesia,,Oil & Gas,,,Tungkal,,,Fuel-X,,,,2010,,,,,,,Indonesia,USD,2010,Fuel-X,0
2010,,Indonesia,,Oil & Gas,Oil,,Selat Panjang,,,Petroselat Ltd.,,,,2010,"93,601",barrels,Not given,,"1,505,000","1,505,000",Indonesia,USD,2010,Petroselat Ltd.,"1,505,000"
2010,,Indonesia,,Oil & Gas,,,Selat Panjang,,,Petrochina International Selat Panjang ltd,,,,2010,,,,,,,Indonesia,USD,2010,Petrochina International Selat Panjang ltd,0
2010,,Indonesia,,Oil & Gas,,,Selat Panjang,,,International Mineral Resources Inc.,,,,2010,,,,,,,Indonesia,USD,2010,International Mineral Resources Inc.,0
2010,,Indonesia,,Oil & Gas,Gas,,Wailawi,,,BUMD Benuo Taka,,,,2010,"367,365",MSCF,Not given,,"597,000","597,000",Indonesia,USD,2010,BUMD Benuo Taka,"597,000"
2010,,Indonesia,,Oil & Gas,Oil,,Gebang,,,JOB Pertamina-Costa International Group Ltd,,,,2010,"13,626",barrels,Not given,,"193,000","193,000",Indonesia,USD,2010,JOB Pertamina-Costa International Group Ltd,"193,000"
2010,,Indonesia,,Oil & Gas,Gas,,Gebang,,,PT PHE Gebang,,,,2010,"264,018",MSCF,Not given,,,,Indonesia,USD,2010,PT PHE Gebang,0
2010,,Indonesia,,Oil & Gas,,,Gebang,,,EMP Genbang Ltd,,,,2010,,,,,,,Indonesia,USD,2010,EMP Genbang Ltd,0
2010,,Indonesia,,Oil & Gas,Oil,,Langgak,,,SPR Langgak,,,,2010,"217,056",barrels,Not given,,"15,488,000","15,488,000",Indonesia,USD,2010,SPR Langgak,"15,488,000"
2010,,Indonesia,,Oil & Gas,,,Langgak,,,Kingswood Capital Ltd,,,,2010,,,,,"1,062,000","1,062,000",Indonesia,USD,2010,Kingswood Capital Ltd,"1,062,000"
2010,,Indonesia,,Oil & Gas,Oil,,Merangin II,,,PT Sele Raya Merangin Dua,,,,2010,"391,293",barrels,Not given,,"4,475,000","4,475,000",Indonesia,USD,2010,PT Sele Raya Merangin Dua,"4,475,000"
2010,,Indonesia,,Oil & Gas,,,Merangin II,,,Merangin BV,,,,2010,,,,,,,Indonesia,USD,2010,Merangin BV,0
2010,,Indonesia,,Oil & Gas,,,Merangin II,,,Sinochem Merangin Ltd,,,,2010,,,,,,,Indonesia,USD,2010,Sinochem Merangin Ltd,0
2010,,Indonesia,,Oil & Gas,Oil,,Bawean,,,Camar Resources Canada Inc,,,,2010,"340,568",barrels,Not given,,"3,083,000","2,985,000",Indonesia,USD,2010,Camar Resources Canada Inc,"2,985,000"
2010,,Indonesia,,Oil & Gas,,,Bawean,,,Camar Bawean Petroleum Ltd,,,,2010,,,,,,,Indonesia,USD,2010,Camar Bawean Petroleum Ltd,0
2010,,Indonesia,,Oil & Gas,Oil,,Pase,,,Triangle Pase,,,,2010,"28,401",barrels,Not given,,"2,881,000","2,881,000",Indonesia,USD,2010,Triangle Pase,"2,881,000"
2010,,Indonesia,,Oil & Gas,Gas,,Pase,,,,,,,2010,"615,297",MSCF,Not given,,,,Indonesia,USD,2010,0,0
2010,,Indonesia,,Oil & Gas,Oil,,"Jambi Merang Block, Ons. Jambi",,,JOB Pertamina - Talisman Jambi Merang,,,,2010,"917,870",barrels,Not given,,"54,503,000","54,503,000",Indonesia,USD,2010,JOB Pertamina - Talisman Jambi Merang,"54,503,000"
2010,,Indonesia,,Oil & Gas,Gas,,"Jambi Merang Block, Ons. Jambi",,,PT PHE Jambi Merang,,,,2010,"20,481,081",MSCF,Not given,,"37,303,000","37,303,000",Indonesia,USD,2010,PT PHE Jambi Merang,"37,303,000"
2010,,Indonesia,,Oil & Gas,,,"Jambi Merang Block, Ons. Jambi",,,Talisman (Jambi Merang) Limited,,,,2010,,,,,"8,793,000","8,793,000",Indonesia,USD,2010,Talisman (Jambi Merang) Limited,"8,793,000"
2010,,Indonesia,,Oil & Gas,,,"Jambi Merang Block, Ons. Jambi",,,Pacific Oil & Gas (Jami Merang) Limited,,,,2010,,,,,"6,004,000","6,004,000",Indonesia,USD,2010,Pacific Oil & Gas (Jami Merang) Limited,"6,004,000"
2010,,Indonesia,,Oil & Gas,Oil,,"West Madura, Off. East Java",,,JOA Pertamina Kodeco,,,,2010,"3,908,537",barrels,Not given,,"215,762,000","215,805,000",Indonesia,USD,2010,JOA Pertamina Kodeco,"215,805,000"
2010,,Indonesia,,Oil & Gas,Gas,,"West Madura, Off. East Java",,,PT PHE Madura,,,,2010,"46,081,016",MSCF,Not given,,"134,554,000","134,554,000",Indonesia,USD,2010,PT PHE Madura,"134,554,000"
2010,,Indonesia,,Oil & Gas,,,"West Madura, Off. East Java",,,CNOOC Madura Ltd,,,,2010,,,,,"13,843,000","11,600,000",Indonesia,USD,2010,CNOOC Madura Ltd,"11,600,000"
2010,,Indonesia,,Oil & Gas,Oil,,"Tengah Block, Off. East Kal.",,,JOA Total E&P Indonesi,,,,2010,"601,162",barrels,Not given,,"23,470,000","23,470,000",Indonesia,USD,2010,JOA Total E&P Indonesi,"23,470,000"
2010,,Indonesia,,Oil & Gas,Gas,,"Tengah Block, Off. East Kal.",,,PT PHE Tengah Area,,,,2010,"11,995,304",MSCF,Not given,,"18,594,000","18,594,000",Indonesia,USD,2010,PT PHE Tengah Area,"18,594,000"
2010,,Indonesia,,Oil & Gas,,,"Tengah Block, Off. East Kal.",,,Inpex Tengah,,,,2010,,,,,"2,274,000","2,274,000",Indonesia,USD,2010,Inpex Tengah,"2,274,000"
2010,,Indonesia,,Oil & Gas,,,"Tengah Block, Off. East Kal.",,,Pertamina JOA Tengah,,,,2010,,,,,,,Indonesia,USD,2010,Pertamina JOA Tengah,0
2010,,Indonesia,,Oil & Gas,,,"Tengah Block, Off. East Kal.",,,Indonesia Participant,,,,2010,,,,,,,Indonesia,USD,2010,Indonesia Participant,0
2010,,Indonesia,,Oil & Gas,Oil,,West Kampar Block,,,PT Sumatera Persada Energy,,,,2010,"50,874",barrels,Not given,,"566,000","566,000",Indonesia,USD,2010,PT Sumatera Persada Energy,"566,000"
2008,,Mozambique,,Gas,Condensed Gas,,Pande-Temane gas project,,,Sasol Petroleum Temane Ltd,70,,TRUE,2008,"695,938",bbj,,,"3,770,300 and 2,528,854 gigajoules of natural gas","4,811,781 and 2,528,854 gigajoules of natural gas",Mozambique,USD,2008,Sasol Petroleum Temane Ltd,4811781 and 2528854 gigajoules of natural gas
2008,,Mozambique,,Gas,Natural Gas,,Pande-Temane gas project,,,Companhia Mo̤ambicana de Hidrocarbonetos SARL,25,,,2008,"104,519,840",gigajoules,,,0,"2,997,321",Mozambique,USD,2008,Companhia Mo̤ambicana de Hidrocarbonetos SARL,"2,997,321"
2008,,Mozambique,,Gas,,,Pande-Temane gas project,,,International Finance Corporation,5,,,2008,,,,,Not given,Not given,Mozambique,USD,2008,International Finance Corporation,
2009,,Mozambique,,Gas,,,,,,,,,,2009,,,,,,,Mozambique,USD,2009,0,0
2010,,Mozambique,,Gas,,,,,,,,,,2010,,,,,,,Mozambique,USD,2010,0,0
2011,,Mozambique,,Gas,Gas,,Pande-Temane gas project,,,Sasol Petroleum Temane Ltd,70,,TRUE,2011,"131,555,851",gigajoules,,,"9,344,396 and 3,503,780 gigajoules of gas","9,344,407 and 3,503,780 gigajoules of gas",Mozambique,USD,2011,Sasol Petroleum Temane Ltd,9344407 and 3503780 gigajoules of gas
2011,,Mozambique,,Gas,Gas,,Pande-Temane gas project,,,Companhia Mo̤ambicana de Hidrocarbonetos SARL,25,,,2011,,,,,"9,725,943","9,706,995",Mozambique,USD,2011,Companhia Mo̤ambicana de Hidrocarbonetos SARL,"9,706,995"
2011,,Mozambique,,Gas,Gas,,Pande-Temane gas project,,,International Finance Corporation,5,,,2011,,,,,Not given,Not given,Mozambique,USD,2011,International Finance Corporation,
2011,,Mozambique,,Gas,Gas,,Pande-Temane gas project,,,Sasol Petroleum Mocambique Ltd,,,,2011,,,,,0,0,Mozambique,USD,2011,Sasol Petroleum Mocambique Ltd,0
2011,,Mozambique,,Gas,Gas,,Pande-Temane gas project,,,Republic of Mozambique Pipeline Company (Operator of the pipeline),,,TRUE,2011,,,,,"19,242,610","19,242,610",Mozambique,USD,2011,Republic of Mozambique Pipeline Company (Operator of the pipeline),"19,242,610"
2008,,Timor Leste,,Oil & Gas,,,,,,,,,,2008,,,,,,,Timor Leste,USD,2008,0,0
2009,,Timor Leste,,Oil & Gas,,,,,,,,,,2009,,,,,,,Timor Leste,USD,2009,0,0
2010,,Timor Leste,,Oil & Gas,Crude Oil; Natural Gas; Liquefied Petroleum Gas,,JPDA 03-12,,,ConocoPhillips (03-12) Pty Ltd (Operator),,,TRUE,2010,,,,,"720,537,387","720,537,387",Timor Leste,USD,2010,ConocoPhillips (03-12) Pty Ltd (Operator),"720,537,387"
2010,,Timor Leste,,Oil & Gas,Crude Oil; Natural Gas; Liquefied Petroleum Gas,,JPDA 03-12,,,Santos,,,,2010,,,,,Not available,Not available,Timor Leste,USD,2010,Santos,
2010,,Timor Leste,,Oil & Gas,Crude Oil; Natural Gas; Liquefied Petroleum Gas,,JPDA 03-12,,,Inpex Sahul,,,,2010,,,,,Not available,Not available,Timor Leste,USD,2010,Inpex Sahul,
2010,,Timor Leste,,Oil & Gas,Crude Oil; Natural Gas; Liquefied Petroleum Gas,,JPDA 03-12,,,Eni,,,,2010,,,,,Not available,Not available,Timor Leste,USD,2010,Eni,
2010,,Timor Leste,,Oil & Gas,Crude Oil; Natural Gas; Liquefied Petroleum Gas,,JPDA 03-12,,,Tokyo Timor Sea Resources,,,,2010,,,,,"167,637,643","167,637,643",Timor Leste,USD,2010,Tokyo Timor Sea Resources,"167,637,643"
2010,,Timor Leste,,Oil & Gas,"Crude Oil, Natural Gas, Liquefied Petroleum Gas",,JPDA 03-13,,,ConocoPhillips (03-13) Pty Ltd (Operator),,,TRUE,2010,,,,,"106,728,004","106,728,004",Timor Leste,USD,2010,ConocoPhillips (03-13) Pty Ltd (Operator),"106,728,004"
2010,,Timor Leste,,Oil & Gas,"Crude Oil, Natural Gas, Liquefied Petroleum Gas",,JPDA 03-13,,,Santos,,,,2010,,,,,Not available,Not available,Timor Leste,USD,2010,Santos,
2010,,Timor Leste,,Oil & Gas,"Crude Oil, Natural Gas, Liquefied Petroleum Gas",,JPDA 03-13,,,Inpex Sahul,,,,2010,,,,,Not available,Not available,Timor Leste,USD,2010,Inpex Sahul,
2010,,Timor Leste,,Oil & Gas,Gas,,JPDA 03-19,,,Woodside Petroleum (Operator),,,TRUE,2010,,,,,Not available,Not available,Timor Leste,USD,2010,Woodside Petroleum (Operator),
2010,,Timor Leste,,Oil & Gas,Gas,,JPDA 03-19,,,Shell Development,,,,2010,,,,,Not given,Not given,Timor Leste,USD,2010,Shell Development,
2010,,Timor Leste,,Oil & Gas,Gas,,JPDA 03-19,,,Osaka Gas Sunrise,,,,2010,,,,,Not given,Not given,Timor Leste,USD,2010,Osaka Gas Sunrise,
2010,,Timor Leste,,Oil & Gas,Gas,,JPDA 03-19,,,Conoco Philips,,,,2010,,,,,Not available,Not available,Timor Leste,USD,2010,Conoco Philips,
2010,,Timor Leste,,Oil & Gas,Gas,,JPDA 03-20,,,Woodside Petroleum (Operator),,,TRUE,2010,,,,,Not available,Not available,Timor Leste,USD,2010,Woodside Petroleum (Operator),
2010,,Timor Leste,,Oil & Gas,Gas,,JPDA 03-20,,,Shell Development,,,,2010,,,,,Not given,Not given,Timor Leste,USD,2010,Shell Development,
2010,,Timor Leste,,Oil & Gas,Gas,,JPDA 03-20,,,Osaka Gas Sunrise,,,,2010,,,,,Not given,Not given,Timor Leste,USD,2010,Osaka Gas Sunrise,
2010,,Timor Leste,,Oil & Gas,Gas,,JPDA 03-20,,,Conoco Philips,,,,2010,,,,,Not available,Not available,Timor Leste,USD,2010,Conoco Philips,
2010,,Timor Leste,,Oil & Gas,Gas,,JPDA 06-101 A,,,Minza Oil & Gas,,,,2010,,,,,"90,330","90,330",Timor Leste,USD,2010,Minza Oil & Gas,"90,330"
2010,,Timor Leste,,Oil & Gas,Gas,,JPDA 06-102,,,Petronas (Operator),,,TRUE,2010,,,,,"11,564,779","11,564,779",Timor Leste,USD,2010,Petronas (Operator),"11,564,779"
2010,,Timor Leste,,Oil & Gas,Gas,,JPDA 06-102,,,Korean Gas,,,,2010,,,,,Not given,Not given,Timor Leste,USD,2010,Korean Gas,
2010,,Timor Leste,,Oil & Gas,Gas,,JPDA 06-102,,,Samsung Oil & Gas,,,,2010,,,,,Not given,Not given,Timor Leste,USD,2010,Samsung Oil & Gas,
2010,,Timor Leste,,Oil & Gas,Gas,,JPDA 06-102,,,LG,,,,2010,,,,,Not given,Not given,Timor Leste,USD,2010,LG,
2010,,Timor Leste,,Oil & Gas,Gas,,JPDA 06-103,,,Oilex (Operator),,,TRUE,2010,,,,,"4,476,530","4,476,530",Timor Leste,USD,2010,Oilex (Operator),"4,476,530"
2010,,Timor Leste,,Oil & Gas,Gas,,JPDA 06-103,,,Japan Energy Corporation,,,,2010,,,,,"11,374","11,374",Timor Leste,USD,2010,Japan Energy Corporation,"11,374"
2010,,Timor Leste,,Oil & Gas,Gas,,JPDA 06-103,,,Vidoecon,,,,2010,,,,,Not given,Not given,Timor Leste,USD,2010,Vidoecon,
2010,,Timor Leste,,Oil & Gas,Gas,,JPDA 06-103,,,Bharat PetroResources,,,,2010,,,,,Not given,Not given,Timor Leste,USD,2010,Bharat PetroResources,
2010,,Timor Leste,,Oil & Gas,Gas,,JPDA 06-103,,,GSPC,,,,2010,,,,,Not given,Not given,Timor Leste,USD,2010,GSPC,
2010,,Timor Leste,,Oil & Gas,Gas,,JPDA 06-103,,,Pan Pacific Petroleum,,,,2010,,,,,Not given,Not given,Timor Leste,USD,2010,Pan Pacific Petroleum,
2010,,Timor Leste,,Oil & Gas,Crude Oil,,JPDA 06-105,,,Eni JPDA 06-105 Pty Ltd (Operator),,,TRUE,2010,,,,,"6,989,354","6,989,354",Timor Leste,USD,2010,Eni JPDA 06-105 Pty Ltd (Operator),"6,989,354"
2010,,Timor Leste,,Oil & Gas,Crude Oil,,JPDA 06-105,,,Inpex,,,,2010,,,,,Not available,Not available,Timor Leste,USD,2010,Inpex,
2010,,Timor Leste,,Oil & Gas,Crude Oil,,JPDA 06-105,,,Talisman,,,,2010,,,,,0,0,Timor Leste,USD,2010,Talisman,0
2010,,Timor Leste,,Oil & Gas,Crude Oil,,S-06-01 (Block A),,,Eni (Operator),,,TRUE,2010,,,,,Not available,Not available,Timor Leste,USD,2010,Eni (Operator),
2010,,Timor Leste,,Oil & Gas,Crude Oil,,S-06-01 (Block A),,,GALP Exploracao Producao,,,,2010,,,,,Not given,Not given,Timor Leste,USD,2010,GALP Exploracao Producao,
2010,,Timor Leste,,Oil & Gas,Crude Oil,,S-06-01 (Block A),,,Petrolifera,,,,2010,,,,,Not given,Not given,Timor Leste,USD,2010,Petrolifera,
2010,,Timor Leste,,Oil & Gas,Crude Oil,,S-06-01 (Block A),,,Korea Gas Corporation,,,,2010,,,,,Not given,Not given,Timor Leste,USD,2010,Korea Gas Corporation,
2010,,Timor Leste,,Oil & Gas,Crude Oil,,S-06-02 (Block B),,,Eni (Operator),,,TRUE,2010,,,,,Not available,Not available,Timor Leste,USD,2010,Eni (Operator),
2010,,Timor Leste,,Oil & Gas,Crude Oil,,S-06-02 (Block B),,,GALP Exploracao Producao,,,,2010,,,,,Not given,Not given,Timor Leste,USD,2010,GALP Exploracao Producao,
2010,,Timor Leste,,Oil & Gas,Crude Oil,,S-06-02 (Block B),,,Petrolifera,,,,2010,,,,,Not given,Not given,Timor Leste,USD,2010,Petrolifera,
2010,,Timor Leste,,Oil & Gas,Crude Oil,,S-06-02 (Block B),,,Korea Gas Corporation,,,,2010,,,,,Not given,Not given,Timor Leste,USD,2010,Korea Gas Corporation,
2010,,Timor Leste,,Oil & Gas,Crude Oil,,S-06-03 (Block C),,,Eni (Operator),,,TRUE,2010,,,,,Not available,Not available,Timor Leste,USD,2010,Eni (Operator),
2010,,Timor Leste,,Oil & Gas,Crude Oil,,S-06-03 (Block C),,,GALP Exploracao Producao,,,,2010,,,,,Not given,Not given,Timor Leste,USD,2010,GALP Exploracao Producao,
2010,,Timor Leste,,Oil & Gas,Crude Oil,,S-06-03 (Block C),,,Petrolifera,,,,2010,,,,,Not given,Not given,Timor Leste,USD,2010,Petrolifera,
2010,,Timor Leste,,Oil & Gas,Crude Oil,,S-06-03 (Block C),,,Korea Gas Corporation,,,,2010,,,,,Not given,Not given,Timor Leste,USD,2010,Korea Gas Corporation,
2010,,Timor Leste,,Oil & Gas,Crude Oil,,S-06-04 (Block E),,,Eni (Operator),,,TRUE,2010,,,,,Not available,Not available,Timor Leste,USD,2010,Eni (Operator),
2010,,Timor Leste,,Oil & Gas,Crude Oil,,S-06-04 (Block E),,,GALP Exploracao Producao,,,,2010,,,,,Not given,Not given,Timor Leste,USD,2010,GALP Exploracao Producao,
2010,,Timor Leste,,Oil & Gas,Crude Oil,,S-06-04 (Block E),,,Petrolifera,,,,2010,,,,,Not given,Not given,Timor Leste,USD,2010,Petrolifera,
2010,,Timor Leste,,Oil & Gas,Crude Oil,,S-06-04 (Block E),,,Korea Gas Corporation,,,,2010,,,,,Not given,Not given,Timor Leste,USD,2010,Korea Gas Corporation,
2010,,Timor Leste,,Oil & Gas,Crude Oil,,S-06-05 (Block H),,,Eni (Operator),,,TRUE,2010,,,,,Not available,Not available,Timor Leste,USD,2010,Eni (Operator),
2010,,Timor Leste,,Oil & Gas,Crude Oil,,S-06-05 (Block H),,,GALP Exploracao Producao,,,,2010,,,,,Not given,Not given,Timor Leste,USD,2010,GALP Exploracao Producao,
2010,,Timor Leste,,Oil & Gas,Crude Oil,,S-06-05 (Block H),,,Petrolifera,,,,2010,,,,,Not given,Not given,Timor Leste,USD,2010,Petrolifera,
2010,,Timor Leste,,Oil & Gas,Crude Oil,,S-06-05 (Block H),,,Korea Gas Corporation,,,,2010,,,,,Not given,Not given,Timor Leste,USD,2010,Korea Gas Corporation,
2010,,Timor Leste,,Oil & Gas,Crude Oil,,S-06-06 (Block K),,,Reliance Exploration & Production (Operator),,,TRUE,2010,,,,,"104,880","104,880",Timor Leste,USD,2010,Reliance Exploration & Production (Operator),"104,880"
2010,,Timor Leste,,Oil & Gas,Crude Oil,,S-06-06 (Block K),,,Oil India Limited,,,,2010,,,,,Not given,Not given,Timor Leste,USD,2010,Oil India Limited,
2010,,Timor Leste,,Oil & Gas,Crude Oil,,S-06-06 (Block K),,,India Oil Corporation Limited,,,,2010,,,,,Not given,Not given,Timor Leste,USD,2010,India Oil Corporation Limited,
2011,,Timor Leste,,Oil & Gas,"Crude Oil, Natural Gas, Liquefied Petroleum Gas",,JPDA 03-12,,,ConocoPhillips (03-12) Pty Ltd (Operator),,,TRUE,2011,,,,,"1,086,543,694","1,086,543,694",Timor Leste,USD,2011,ConocoPhillips (03-12) Pty Ltd (Operator),"1,086,543,694"
2011,,Timor Leste,,Oil & Gas,"Crude Oil, Natural Gas, Liquefied Petroleum Gas",,JPDA 03-12,,,Santos,,,,2011,,,,,Not available,Not available,Timor Leste,USD,2011,Santos,
2011,,Timor Leste,,Oil & Gas,"Crude Oil, Natural Gas, Liquefied Petroleum Gas",,JPDA 03-12,,,Inpex Sahul,,,,2011,,,,,Not available,Not available,Timor Leste,USD,2011,Inpex Sahul,
2011,,Timor Leste,,Oil & Gas,"Crude Oil, Natural Gas, Liquefied Petroleum Gas",,JPDA 03-12,,,Eni,,,,2011,,,,,Not available,Not available,Timor Leste,USD,2011,Eni,
2011,,Timor Leste,,Oil & Gas,"Crude Oil, Natural Gas, Liquefied Petroleum Gas",,JPDA 03-12,,,Tokyo Timor Sea Resources,,,,2011,,,,,"290,213,987","290,213,987",Timor Leste,USD,2011,Tokyo Timor Sea Resources,"290,213,987"
