Country,ConcessionName,ConcessionContractor,ConcessionDescription,ConcessionSource,ConcessionSourceDate,Retrieved at
#country,#license,#license+participant+company,#license+description,#source,#sourceDate,#retrievedAt
Indonesia,East Pamai,PT Northern Yamano Technology Oil Resources East Pamai,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,Wokam II,Murphy Wokam Oil Company,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,Amborip VI,ConocoPhillips Amborip VI LTD,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,P24a NAD-2 Block,Pertamina EP,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,Malunda,PTTEP Malunda LTD,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,Kisaran,Pacific Oil&Gas Kisaran LTD,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,Sengkang Block,Energy Equity Epic Sengkang PTY LTD,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,P35 Sele Block,Pertamina EP,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,South East Sangatta,Salamander Energy SE Sangatta LTD,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,Offshore North West Java,Pertamina Hulu Energi Onwi LTD,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,Mandar,ExxonMobil E&P Indonesia Mandar LTD,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,P45 Timoforo Area-2,Pertamina EP,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,Karama,Statoil Indonesia Karama AS,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,Bengara 1,PT Medco E&P Bengara,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,Babar Selaru,Inpex Babar Selaru LTD,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,Rombebai Block,AED Rombebai,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,South East Mahakam,Total E&P South East Mahakam,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,Air Komering,PT Cahaya Batu Raja,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,Udan Emas,Krisenenergy Udan Emas B.V,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,North Arafura,BP Exploration Indonesia LTD,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,P9 Jambi - PT Pertamina,Pertamina EP,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,South Sumatera,PT Medco E&P Indonesia,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,Tungkal Block,Mont D'Or Tungkal LTD,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,West Papua III,Chevron West Papua III LTD,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,P20 Louise Block,Pertamina EP,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,Enrekang,PT Sigma Energy Petrogas,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,South East Seram,Niko Resources South East Seram LTD,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,Bengkulu,Ecosse Energy Bengkulu PTY LTD,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,P30 Sakakemang Barai,Pertamina EP,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,Pangkah,Saka Indonesia Pangkah LTD,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,East Muriah,Pearl Oil East Muriah LTD,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,Krueng Mane,ENI Krueng Mane LTD,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,P43 Tanjung UNA Block,Pertamina EP,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,Banyumas,Star Energy Banyumas LTD,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,Natuna Sea Block A,Premier Oil Natuna Sea B.V,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,Madura Strait,Husky Oil Madura LTD,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,Bengkulu I Mentawai,Total E&P Indonesia Mentawai B.V.,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,Bima Sakti,PT Bima Sakti Energi Indonesia,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,Ogan Komering,JOB Pertamina-Talisman,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,Seram,Black Gold Indonesia LLC,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,P4 Bangkudulis,Pertamina EP,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,Long Hubung-Long Bagun,PT Kalisat Energi Nusantara,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,Bone,Mitra Energy Indonesia Bone LTD,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,East Ambalat,Chevron East Ambalat LTD,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,P17 Kluang Siarak Area-1,Pertamina EP,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,Buton I,PT Putindo Bintech,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,Bula Block,Niko Resources Kofiau LTD,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,Warim,ConocoPhillips Warim LTD,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,P41 Sumbagsel Area-1,Pertamina EP,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,East Seruway,Serica East Seruway B.V.,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,North Kangean,Petrojava North Kangean LTD,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,South East Tungkal,Guiarat State Petroleum Corp. LTD,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,Palmerah,Tately N.V.,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,West Kampar,PT Sumatera Persada Energy,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,Jambi-Merang Block,JOB Pertamina-Hess Indonesia Jambi Merang LTD,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,Terumbu,AWE Terumburu NZ LTD,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,P1a AD Sabaku 2,Pertamina EP,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,Belayan,PT Geraldo Energy,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,Gurita,Lundin Gurita B.V,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,Bungamas,Bunga Mas International Company,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,P12 Jembjan Bengkok,Pertamina EP,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,Karang Agung,PT Odira Energy Karang Agung,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,Aru,Niko Resources Aru LTD,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,Arafura SEA,ConocoPhillips Arafura Sea Block Indonesia LTD,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,P25 North Kutai Lama Field,Pertamina EP,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,South Mandar,PTTEP South Mandar LTD,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,Citarum,Pan Orient Energy Citarum PTE LTD,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,Ambalat,ENI Ambalat LTD,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,P36 Sembakung,Pertamina EP,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,West Bangkanai,Salamander Energy West Bangkanai LTD,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,Wailawi,Persuda Benuo Taka,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,Surumana,ExxonMobil E&P Surumana LTD,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,P46 Udang Block,Pertamina EP,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,North Ganal,Statoil Indonesia Karama AS,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,Lematang Block,PT Medco E&P Lemantang,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,Masela Block,Inpex Masela LTD,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,Barito,Altar Resources S.A,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,Seruway,Transworld Seruway Exploration LTD,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,East Sepanjang,PT Easco East Sepanjang,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,Kutai,Krisenergy Kutei B.V,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,Muturi,BP Muturi Holdings B.V,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,P10 Jawa Bagian Barat,Pertamina EP,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,Block A North Sumatra,PT Medco E&P Malaka,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,West Sebuku,MP Indonesia West Sebuku LTD,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,Seram Non Bula Block,Citic Seram Energy LTD,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,P21 Matjndok Block,Pertamina EP,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,North Baturaja,PT Terra Global Vestal Baturaja,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,West Papua IV,Niko Resources West Papua IV LTD,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
Indonesia,Korinci Baru,EMP Korinci Baru LTD,,http://product.patranusa.com/daval/,Jan-14,11/20/2014
