Source,Source Date,True At,Country,Project Name / concession layer,Project_ID,Commodity Type Overview,Commodity_type,Date of participation data,Company_Name,Company_ID,Share,Is Operator,License_name,License_ID,Government,Organisation_Identifier,Production_volume,Production_unit,Price from EITI Report,Unit,Payment_type,Currency,Payment received by government (US$),Payment by company (US$)
#source,#sourceDate,#trueAt,#country,#project,#project+identifier,#commodity,#commodity+code,#participant+trueAt,#participant+company,#participant+company+identifier,#participant+share,#participant+isOperator,#license,#license+identifier,,,,,,,,,,
,,,Indonesia,Berau,,Oil & Gas,,,Nippon Oil Exploration (Berau) Ltd,,,,,,,,,,,,,,"8,468,000","8,468,000"
,,,Indonesia,Berau,,Oil & Gas,,,KG Berau Petroleum Ltd,,,,,,,,,,,,,,"5,927,000","5,927,000"
,,,Indonesia,Wiriagar,,Oil & Gas,Oil,,BP Wiriagar Ltd.,,,,,,,,"124,919",barrels,Not given,,,,"4,590,000","4,590,000"
,,,Indonesia,Wiriagar,,Oil & Gas,Gas,,Talisman Wiriagar Overseas Ltd,,,,,,,,"18,351,791",MSCF,Not given,,,,"1,640,000","1,715,000"
,,,Indonesia,Wiriagar,,Oil & Gas,,,KG Wiriagar Petroleum Ltd,,,,,,,,,,,,,,"956,000","956,000"
,,,Indonesia,Rimau,,Oil & Gas,Oil,,PT Medco E&P Rimau,,,,,,,,"6,216,130",barrels,Not given,,,,"248,788,000","248,788,000"
,,,Indonesia,Rimau,,Oil & Gas,Gas,,Perusda Pertambangan & Energi,,,,,,,,"2,332,120",MSCF,Not given,,,,"1,383,000","1,383,000"
,,,Indonesia,South & Central Sumatra,,Oil & Gas,Oil,,PT Medco E&P Indonesia,,,,,,,,"2,843,054",barrels,Not given,,,,"308,664,000","308,664,000"
,,,Indonesia,South & Central Sumatra,,Oil & Gas,Gas,,,,,,,,,,"44,523,280",MSCF,Not given,,,,,
,,,Indonesia,Tarakan,,Oil & Gas,Oil,,PT Medco E&P Tarakan,,,,,,,,"691,859",barrels,Not given,,,,"33,749,000","33,749,000"
,,,Indonesia,Tarakan,,Oil & Gas,Gas,,,,,,,,,,"1,864,501",MSCF,Not given,,,,,
,,,Indonesia,Lematang,,Oil & Gas,Oil,,PT Medco E&P Lematang,,,,,,,,"1,781",barrels,Not given,,,,"1,552,000","1,552,000"
,,,Indonesia,Lematang,,Oil & Gas,Gas,,Lematang E&P Limited,,,,,,,,"3,227,984",MSCF,Not given,,,,,
,,,Indonesia,Lematang,,Oil & Gas,,,Lundin Lematang BV,,,,,,,,,,,,,,,
,,,Indonesia,Block A,,Oil & Gas,,,PT Medco E&P Malaka,,,,,,,,,,,,,,"2,500,000","2,500,000"
,,,Indonesia,Block A,,Oil & Gas,,,Premier Oil Sumatra (North) BV,,,,,,,,,,,,,,,
,,,Indonesia,Block A,,Oil & Gas,,,Japex Block A Ltd,,,,,,,,,,,,,,,
,,,Indonesia,Natuna Sea Block A,,Oil & Gas,Oil,,Premier Oil Natuna SEA BV,,,,,,,,"676,929",barrels,Not given,,,,"310,532,000","310,532,000"
,,,Indonesia,Natuna Sea Block A,,Oil & Gas,Gas,,Kupfec Indonesia (Natuna) BV,,,,,,,,"53,411",MSCF,Not given,,,,"48,662,000","48,662,000"
,,,Indonesia,Natuna Sea Block A,,Oil & Gas,,,Natuna 2 BV,,,,,,,,,,,,,,"33,577,000","33,577,000"
,,,Indonesia,Natuna Sea Block A,,Oil & Gas,,,Natuna 1 BV,,,,,,,,,,,,,,"21,898,000","21,898,000"
,,,Indonesia,Malacca Strait,,Oil & Gas,Oil,,EMP Malacca Strait S.A,,,,,,,,"2,712,959",barrels,Not given,,,,"108,295,000","108,295,000"
,,,Indonesia,Malacca Strait,,Oil & Gas,,,OOGC Malacca,,,,,,,,,,,,,,"3,038,000","3,038,000"
,,,Indonesia,Malacca Strait,,Oil & Gas,,,Malacca Petroleum Limited,,,,,,,,,,,,,,,
,,,Indonesia,Malacca Strait,,Oil & Gas,,,PT Imbang Tata Alam,,,,,,,,,,,,,,,
,,,Indonesia,Kangean,,Oil & Gas,Oil,,Kangean Energy Indonesia Ltd.,,,,,,,,"385,580",barrels,Not given,,,,"5,496,000","5,496,000"
,,,Indonesia,Kangean,,Oil & Gas,Gas,,EMP Exploration (Kangean),,,,,,,,"8,361,777",MSCF,Not given,,,,,
,,,Indonesia,Korinci,,Oil & Gas,Gas,,Kalila (Korinci) Ltd.,,,,,,,,"3,231,216",MSCF,Not given,,,,"686,000","686,000"
,,,Indonesia,Brantas,,Oil & Gas,Oil,,Lapindo Brantas Inc.,,,,,,,,"3,548",barrels,Not given,,,,"1,282,000","1,282,000"
,,,Indonesia,Brantas,,Oil & Gas,Gas,,PT Prakarsa Brantas,,,,,,,,"2,542,268",MSCF,Not given,,,,,
,,,Indonesia,Brantas,,Oil & Gas,,,Minarak Labuan Co,,,,,,,,,,,,,,,
,,,Indonesia,Bentu,,Oil & Gas,,,EMP Bentu Limited,,,,,,,,,,,,,,,
,,,Indonesia,Tonga,,Oil & Gas,,,PT EMP Tonga,,,,,,,,,,,,,,,
,,,Indonesia,Tonga,,Oil & Gas,,,PT Kencana Surya Perkasa,,,,,,,,,,,,,,,
,,,Indonesia,Tonga,,Oil & Gas,,,PT Petross Exploration Production,,,,,,,,,,,,,,,
,,,Indonesia,Kakap,,Oil & Gas,Oil,,Star Energy (Kakap) Ltd.,,,,,,,,"1,142,229",barrels,Not given,,,,"136,894,000","136,894,000"
,,,Indonesia,Kakap,,Oil & Gas,Gas,,Premier Oil Kakap BV,,,,,,,,"16,703,795",MSCF,Not given,,,,"9,190,000","9,190,000"
,,,Indonesia,Kakap,,Oil & Gas,,,SPC Kakap Limited,,,,,,,,,,,,,,"8,371,000","8,371,000"
,,,Indonesia,Kakap,,Oil & Gas,,,Novus UK (Kakap) Ltd,,,,,,,,,,,,,,"6,411,000","6,411,000"
,,,Indonesia,Kakap,,Oil & Gas,,,PT PHE Kakap,,,,,,,,,,,,,,"4,828,000","4,828,000"
,,,Indonesia,Kakap,,Oil & Gas,,,Novus Petroleum Canada (Kakap) Ltd,,,,,,,,,,,,,,"1,393,000","1,392,000"
,,,Indonesia,Kakap,,Oil & Gas,,,Natuna UK (Kakap 2) Ltd,,,,,,,,,,,,,,"3,009,000","3,009,000"
,,,Indonesia,Kakap,,Oil & Gas,,,Novus Nominees Pty Ltd,,,,,,,,,,,,,,"1,574,000","1,575,000"
,,,Indonesia,Ogan Komering,,Oil & Gas,Oil,,JOB Pertamina - Talisman (Ogan Konering) Ltd,,,,,,,,"1,657,100",barrels,Not given,,,,"45,842,000","45,842,000"
,,,Indonesia,Ogan Komering,,Oil & Gas,Gas,,PT PHE Ogan Komering,,,,,,,,"2,789,674",MSCF,Not given,,,,"33,173,000","33,173,000"
,,,Indonesia,Ogan Komering,,Oil & Gas,,,BUT Talisman (Ogan Komering) Ltd.,,,,,,,,,,,,,,,
,,,Indonesia,Pangkah,,Oil & Gas,Oil,,Hess (Indonesia-Pangkah) Ltd.,,,,,,,,"1,214,456",barrels,Not given,,,,"20,251,000","20,251,000"
,,,Indonesia,Pangkah,,Oil & Gas,Gas,,Kupfec Indonesia Pangkah BV,,,,,,,,"14,263,465",MSCF,Not given,,,,,
,,,Indonesia,Pangkah,,Oil & Gas,,,Hess (Indonesia-Pangkah) LLC,,,,,,,,,,,,,,,
,,,Indonesia,Sampang,,Oil & Gas,Oil,,Santos (Sampang) Pty. Ltd,,,,,,,,"1,515,766",barrels,Not given,,,,"19,590,000","19,590,000"
,,,Indonesia,Sampang,,Oil & Gas,Gas,,Singapore Petroleum Company Ltd,,,,,,,,"21,187,676",MSCF,Not given,,,,,
,,,Indonesia,Sampang,,Oil & Gas,,,Cue Sampang Pty Ltd,,,,,,,,,,,,,,,
,,,Indonesia,Madura,,Oil & Gas,Gas,,Santos (Madura Offshore) Pty. Ltd.,,,,,,,,"42,160,427",MSCF,Not given,,,,"7,775,000","7,775,000"
,,,Indonesia,Madura,,Oil & Gas,,,Petronas Carigali Madura lrd,,,,,,,,,,,,,,,
,,,Indonesia,Madura,,Oil & Gas,,,Petrogas Pantai Madura,,,,,,,,,,,,,,,
,,,Indonesia,Sengkang,,Oil & Gas,Gas,,Energy Equity Epic (Sengkang) Pty. Ltd.,,,,,,,,"12,859,584",MSCF,Not given,,,,"13,560,000","13,142,000"
,,,Indonesia,Seram Non Bula,,Oil & Gas,Oil,,CITIC Seram Energy Ltd.,,,,,,,,"774,866",barrels,Not given,,,,"1,341,000","1,341,000"
,,,Indonesia,Seram Non Bula,,Oil & Gas,,,Kufpec (Indonesia) Limited,,,,,,,,,,,,,,,
,,,Indonesia,Seram Non Bula,,Oil & Gas,,,Gulf petroleum Investment Co,,,,,,,,,,,,,,,
,,,Indonesia,Seram Non Bula,,Oil & Gas,,,Lion International Investment Ltd,,,,,,,,,,,,,,,
,,,Indonesia,Bula,,Oil & Gas,Oil,,Kalrez Petroleum (Seram) Ltd.,,,,,,,,"146,425",barrels,Not given,,,,"1,415,000","1,415,000"
,,,Indonesia,Tungkal,,Oil & Gas,Oil,,Mont D'Or Oil Tungkai Ltd,,,,,,,,"328,874",barrels,Not given,,,,"3,301,000","3,301,000"
,,,Indonesia,Tungkal,,Oil & Gas,,,Fuel-X,,,,,,,,,,,,,,,
,,,Indonesia,Selat Panjang,,Oil & Gas,Oil,,Petroselat Ltd.,,,,,,,,"105,122",barrels,Not given,,,,"1,212,000","1,212,000"
,,,Indonesia,Selat Panjang,,Oil & Gas,,,Petrochina International Selat Panjang ltd,,,,,,,,,,,,,,,
,,,Indonesia,Selat Panjang,,Oil & Gas,,,International Mineral Resources Inc.,,,,,,,,,,,,,,,
,,,Indonesia,Wailawi,,Oil & Gas,Gas,,BUMD Benuo Taka,,,,,,,,"420,268",MSCF,Not given,,,,"644,000","644,000"
,,,Indonesia,Gebang,,Oil & Gas,Oil,,JOB Pertamina-Costa International Group Ltd,,,,,,,,"7,896",barrels,Not given,,,,"60,000","60,000"
,,,Indonesia,Gebang,,Oil & Gas,Gas,,PT PHE Gebang,,,,,,,,"174,760",MSCF,Not given,,,,,
,,,Indonesia,Gebang,,Oil & Gas,,,EMP Genbang Ltd,,,,,,,,,,,,,,,
,,,Indonesia,Langgak,,Oil & Gas,Oil,,SPR Langgak,,,,,,,,"122,775",barrels,Not given,,,,"3,320,000","3,816,000"
,,,Indonesia,Langgak,,Oil & Gas,,,Kingswood Capital Ltd,,,,,,,,,,,,,,"39,000","39,000"
,,,Indonesia,Merangin II,,Oil & Gas,Oil,,PT Sele Raya Merangin Dua,,,,,,,,"78,623",barrels,Not given,,,,"660,000","660,000"
,,,Indonesia,Merangin II,,Oil & Gas,,,Merangin BV,,,,,,,,,,,,,,,
,,,Indonesia,Merangin II,,Oil & Gas,,,Sinochem Merangin Ltd,,,,,,,,,,,,,,,
,,,Indonesia,Bawean,,Oil & Gas,Oil,,Camar Resources Canada Inc,,,,,,,,"358,936",barrels,Not given,,,,"4,208,000","4,208,000"
,,,Indonesia,Bawean,,Oil & Gas,,,Camar Bawean Petroleum Ltd,,,,,,,,,,,,,,,
,,,Indonesia,Pase,,Oil & Gas,Gas,,Triangle Pase,,,,,,,,"1,679,339",MSCF,Not given,,,,"6,474,000","6,474,000"
,,,Indonesia,"Jambi Merang Block, Ons. Jambi",,Oil & Gas,Oil,,JOB Pertamina - Talisman Jambi Merang,,,,,,,,"24,418",barrels,Not given,,,,,
,,,Indonesia,"Jambi Merang Block, Ons. Jambi",,Oil & Gas,Gas,,PT PHE Jambi Merang,,,,,,,,"1,678,044",MSCF,Not given,,,,,
,,,Indonesia,"Jambi Merang Block, Ons. Jambi",,Oil & Gas,,,Talisman (Jambi Merang) Limited,,,,,,,,,,,,,,,
,,,Indonesia,"Jambi Merang Block, Ons. Jambi",,Oil & Gas,,,Pacific Oil & Gas (Jami Merang) Limited,,,,,,,,,,,,,,,
,,,Indonesia,"West Madura, Off. East Java",,Oil & Gas,Oil,,JOA Pertamina Kodeco,,,,,,,,"3,707,980",barrels,Not given,,,,"228,964,000","228,964,000"
,,,Indonesia,"West Madura, Off. East Java",,Oil & Gas,Gas,,PT PHE Madura,,,,,,,,"30,182,148",MSCF,Not given,,,,"234,191,000","234,191,000"
,,,Indonesia,"West Madura, Off. East Java",,Oil & Gas,,,CNOOC Madura Ltd,,,,,,,,,,,,,,"28,684,000","28,684,000"
,,,Indonesia,"Tengah Block, Off. East Kal.",,Oil & Gas,Oil,,JOA Total E&P Indonesi,,,,,,,,"861,849",barrels,Not given,,,,"18,835,000","18,835,000"
,,,Indonesia,"Tengah Block, Off. East Kal.",,Oil & Gas,,,PT PHE Tengah Area,,,,,,,,,,,,,,"9,453,000","14,874,000"
,,,Indonesia,"Tengah Block, Off. East Kal.",,Oil & Gas,,,Inpex Tengah,,,,,,,,,,,,,,"1,986,000","1,986,000"
,,,Indonesia,"Tengah Block, Off. East Kal.",,Oil & Gas,,,Pertamina JOA Tengah,,,,,,,,,,,,,,,
,,,Indonesia,"Tengah Block, Off. East Kal.",,Oil & Gas,,,Indonesia Participant,,,,,,,,,,,,,,,
,,,Indonesia,West Kampar Block,,Oil & Gas,,,PT Sumatera Persada Energy,,,,,,,,,,,,,,,
,,,Indonesia,Rokan,,Oil & Gas,Oil,,PT Chevron Pacific Indonesia,,,,,,,,"129,168,587",barrels,Not given,,,,"10,123,339,000","10,111,111,000"
,,,Indonesia,East Kalimantan,,Oil & Gas,Oil,,Chevron Indonesia Company,,,,,,,,"9,107,187",barrels,Not given,,,,"742,277,000","742,277,000"
,,,Indonesia,East Kalimantan,,Oil & Gas,Gas,,Inpex Offshore North Mahakam Ltd,,,,,,,,"41,511,452",MSCF,Not given,,,,"9,509,000","9,509,000"
,,,Indonesia,Makassar Strait,,Oil & Gas,Oil,,Chevron Makassar Ltd.,,,,,,,,"1,349,528",barrels,Not given,,,,"116,220,000","116,220,000"
,,,Indonesia,Makassar Strait,,Oil & Gas,Gas,,PT PHE Makassar Strait,,,,,,,,"5,727,741",MSCF,Not given,,,,"4,279,000","4,279,000"
,,,Indonesia,Makassar Strait,,Oil & Gas,,,Tiptop Makassar Ltd,,,,,,,,,,,,,,"1,605,000","1,605,000"
,,,Indonesia,Siak,,Oil & Gas,Oil,,Chevron Siak Inc.,,,,,,,,"841,000",barrels,Not given,,,,"62,920,000","62,920,000"
,,,Indonesia,MFK,,Oil & Gas,,,Chevron Mountain Front Kuantan Inc.,,,,,,,,,,,,,,,
,,,Indonesia,MFK,,Oil & Gas,,,PT PHE MFK,,,,,,,,,,,,,,"26,000","26,000"
,,,Indonesia,Mahakam,,Oil & Gas,Oil,,Total E&P Indonesie,,,,,,,,"30,873,874",barrels,Not given,,,,"6,275,987,000","6,275,987,000"
,,,Indonesia,Mahakam,,Oil & Gas,Gas,,Inpex Corporation,,,,,,,,"743,586,738",MSCF,Not given,,,,"2,458,388,000","2,458,388,000"
,,,Indonesia,South Natuna Sea B,,Oil & Gas,Oil,,ConocoPhillips Indonesia Inc. Ltd.,,,,,,,,"18,692,290",barrels,Not given,,,,"1,788,847,000","1,757,193,000"
,,,Indonesia,South Natuna Sea B,,Oil & Gas,Gas,,Chevron South Natuna B Inc,,,,,,,,"134,863,523",MSCF,Not given,,,,"119,885,000","119,885,000"
,,,Indonesia,South Natuna Sea B,,Oil & Gas,,,Inpex Natuna Ltd,,,,,,,,,,,,,,"152,738,000","152,738,000"
,,,Indonesia,South Natuna Sea B,,Oil & Gas,,,Belida International Ltd,,,,,,,,,,,,,,,
,,,Indonesia,Corridor,,Oil & Gas,Oil,,ConocoPhillips (Grissik) Ltd.,,,,,,,,"3,685,901",barrels,Not given,,,,"1,892,648,000","1,889,485,000"
,,,Indonesia,Corridor,,Oil & Gas,Gas,,Talisman Energi,,,,,,,,"330,382,664",MSCF,Not given,,,,"324,945,000","324,945,000"
,,,Indonesia,Corridor,,Oil & Gas,,,Pertamina EP,,,,,,,,,,,,,,"83,989,000","83,989,000"
,,,Indonesia,South Jambi B,,Oil & Gas,Oil,,ConocoPhillips (South Jambi) Ltd.,,,,,,,,"6,195",barrels,Not given,,,,"237,000","237,000"
,,,Indonesia,South Jambi B,,Oil & Gas,Gas,,PT PHE South Jambi,,,,,,,,"179,913",barrels,Not given,,,,"16,000","16,000"
,,,Indonesia,South Jambi B,,Oil & Gas,,,Petrochina,,,,,,,,,,,,,,,
,,,Indonesia,South Jambi B,,Oil & Gas,,,Pertamina,,,,,,,,,,,,,,,
,,,Indonesia,Indonesia (Nation-wide),,Oil & Gas,Oil,,PT Pertamina EP,,,,,,,,"45,022,856",barrels,Not given,,,,"2,650,065,000","2,651,927,000"
,,,Indonesia,Indonesia (Nation-wide),,Oil & Gas,Gas,,Koperasi Energi Indonesia,,,,,,,,"298,852,086",MSCF,Not given,,,,,
,,,Indonesia,Sanga-Sanga,,Oil & Gas,Oil,,Virginia Indonesia Co.,,,,,,,,"5,733,223",barrels,Not given,,,,"851,779,000","851,779,000"
,,,Indonesia,Sanga-Sanga,,Oil & Gas,Gas,,BP East Kalimantan,,,,,,,,"94,095,041",MSCF,Not given,,,,"71,458,000","70,810,000"
,,,Indonesia,Sanga-Sanga,,Oil & Gas,,,Lasmo Sanga-sanga Ltd,,,,,,,,,,,,,,"77,737,000","78,385,000"
,,,Indonesia,Sanga-Sanga,,Oil & Gas,,,Opicoil Houston Inc,,,,,,,,,,,,,,"64,387,000","64,387,000"
,,,Indonesia,Sanga-Sanga,,Oil & Gas,,,Virginia International Company,,,,,,,,,,,,,,"51,358,000","51,358,000"
,,,Indonesia,Sanga-Sanga,,Oil & Gas,,,Universe Gas&Oil Company,,,,,,,,,,,,,,"14,434,000","14,434,000"
,,,Indonesia,North Sumatra Offshore,,Oil & Gas,Oil,,Mobil Expl. Indo (NSO) Inc.,,,,,,,,"259,052",barrels,Not given,,,,"487,410,000","487,410,000"
,,,Indonesia,North Sumatra Offshore,,Oil & Gas,Gas,,,,,,,,,,"46,629,065",MSCF,Not given,,,,,
,,,Indonesia,B Block,,Oil & Gas,Oil,,ExxonMobil Oil Indonesia Inc.,,,,,,,,"1,254,416",barrels,Not given,,,,"415,887,000","415,887,000"
,,,Indonesia,B Block,,Oil & Gas,Gas,,,,,,,,,,"26,904,622",MSCF,Not given,,,,,
,,,Indonesia,Cepu,,Oil & Gas,Oil,,Mobil Cepu Ltd.,,,,,,,,"7,806,732",barrels,Not given,,,,"142,754,000","142,754,000"
,,,Indonesia,Cepu,,Oil & Gas,,,Ampolex (Cepu) PTE. Ltd,,,,,,,,,,,,,,,
,,,Indonesia,Cepu,,Oil & Gas,,,PT Pertamina EP Cepu,,,,,,,,,,,,,,,
,,,Indonesia,Cepu,,Oil & Gas,,,PT Sarana Patra Hulu Cepu,,,,,,,,,,,,,,,
,,,Indonesia,Cepu,,Oil & Gas,,,PT Blora Patragas Hulu,,,,,,,,,,,,,,,
,,,Indonesia,Cepu,,Oil & Gas,,,PT Asri Dharma Sejahtera,,,,,,,,,,,,,,,
,,,Indonesia,Cepu,,Oil & Gas,,,PT Petrogas Jatim Utama Cendana,,,,,,,,,,,,,,,
,,,Indonesia,South East Sumatera,,Oil & Gas,Oil,,CNOOC SES Ltd.,,,,,,,,"12,366,325",barrels,Not given,,,,"865,706,000","865,706,000"
,,,Indonesia,South East Sumatera,,Oil & Gas,Gas,,Pt PHE OSES,,,,,,,,"23,588,268",MSCF,Not given,,,,"15,163,000","15,163,000"
,,,Indonesia,South East Sumatera,,Oil & Gas,,,KNOC Sumatra Ltd,,,,,,,,,,,,,,"9,002,000",
,,,Indonesia,South East Sumatera,,Oil & Gas,,,Salamander Energy (Sumatra) BV,,,,,,,,,,,,,,"4,473,000","4,473,000"
,,,Indonesia,South East Sumatera,,Oil & Gas,,,Orchard Energy Sumatra BV,,,,,,,,,,,,,,,
,,,Indonesia,South East Sumatera,,Oil & Gas,,,Fortuna Resources (Sunda) Ltd,,,,,,,,,,,,,,"6,940,000","3,531,000"
,,,Indonesia,South East Sumatera,,Oil & Gas,,,Talisman UK (South East Sumatra) Ltd,,,,,,,,,,,,,,,"2,093,000"
,,,Indonesia,South East Sumatera,,Oil & Gas,,,Talisman Resources (Bahamas) Ltd,,,,,,,,,,,,,,,"1,635,000"
,,,Indonesia,Muturi,,Oil & Gas,Oil,,BP Muturi Holdings BV,,,,,,,,"411,244",barrels,Not given,,,,"17,231,000","17,234,000"
,,,Indonesia,Muturi,,Oil & Gas,Gas,,CNOOC Muturia Ltd,,,,,,,,"63,975,217",MSCF,Not given,,,,"20,304,000","20,304,000"
,,,Indonesia,Muturi,,Oil & Gas,,,Indonesia Natural Gas Resources Muturi Inc,,,,,,,,,,,,,,"6,944,000","7,077,000"
,,,Indonesia,Coastal Plains Pekanbaru,,Oil & Gas,Oil,,JOB PT Bumi Siak Pusako-Pertamina Hulu,,,,,,,,"5,903,492",barrels,Not given,,,,"464,693,000","464,693,000"
,,,Indonesia,Coastal Plains Pekanbaru,,Oil & Gas,,,PT PHE CPP,,,,,,,,,,,,,,"14,883,000","14,883,000"
,,,Indonesia,Offshore Northwest Java,,Oil & Gas,Oil,,Pertamina Hulu Energi ONWJ Ltd.,,,,,,,,"11,689,244",barrels,Not given,,,,"863,199,000","863,199,000"
,,,Indonesia,Offshore Northwest Java,,Oil & Gas,Gas,,CNOOC ONWJ Ltd,,,,,,,,"63,045,066",MSCF,Not given,,,,"55,222,000","55,222,000"
,,,Indonesia,Offshore Northwest Java,,Oil & Gas,,,PT PHE Jawa Ltd,,,,,,,,,,,,,,"797,000","797,000"
,,,Indonesia,Offshore Northwest Java,,Oil & Gas,,,Salamander Energy (Java) BV,,,,,,,,,,,,,,"5,207,000","5,207,000"
,,,Indonesia,Offshore Northwest Java,,Oil & Gas,,,Talisman Energy,,,,,,,,,,,,,,"5,369,000","5,369,000"
,,,Indonesia,Offshore Northwest Java,,Oil & Gas,,,EMP ONWJ Ltd,,,,,,,,,,,,,,,
,,,Indonesia,Offshore Northwest Java,,Oil & Gas,,,Risco Energy ONWJ BV,,,,,,,,,,,,,,,
,,,Indonesia,West Madura,,Oil & Gas,Oil,,Pertamina Hulu Energi West Madura Offshore,,,,,,,,"1,050,814",barrels,Not given,,,,"-11,378,000","-11,378,000"
,,,Indonesia,West Madura,,Oil & Gas,Gas,,,,,,,,,,"10,166,433",MSCF,Not given,,,,,
,,,Indonesia,Tuban,,Oil & Gas,Oil,,JOB Pertamina - PetroChina East Java Ltd,,,,,,,,"3,660,210",barrels,Not given,,,,"164,155,000","167,283,000"
,,,Indonesia,Tuban,,Oil & Gas,Gas,,PT PHE Tuban East Java,,,,,,,,"1,855,434",MSCF,Not given,,,,"121,672,000","121,672,000"
,,,Indonesia,Tuban,,Oil & Gas,,,PT PHE Tuban,,,,,,,,,,,,,,"9,648,000","9,648,000"
,,,Indonesia,Salawati Island JOB,,Oil & Gas,Oil,,JOB Pertamina - PetroChina Salawati Ltd,,,,,,,,"758,990",barrels,Not given,,,,"17,759,000","17,759,000"
,,,Indonesia,Salawati Island JOB,,Oil & Gas,,,PT PHE Salawati,,,,,,,,,,,,,,"10,091,000","10,091,000"
,,,Indonesia,Salawati Island JOB,,Oil & Gas,,,Lundin Indonesia BV / RHP Salawati Island BV,,,,,,,,,,,,,,"386,000","386,000"
,,,Indonesia,Salawati Island JOB,,Oil & Gas,,,Pearl Oil (Island) Ltd/Petrogas (Island) Ltd,,,,,,,,,,,,,,"497,000","497,000"
,,,Indonesia,Salawati Island JOB,,Oil & Gas,,,Petrogas (Island) Ltd,,,,,,,,,,,,,,,
,,,Indonesia,"Senoro - Toili, Sulawesi",,Oil & Gas,Oil,,PT Pertamina - Medco E&P Tomori Sulawesi,,,,,,,,"544,696",barrels,Not given,,,,"9,794,000","9,794,000"
,,,Indonesia,"Senoro - Toili, Sulawesi",,Oil & Gas,,,PT PHE Tomori,,,,,,,,,,,,,,"10,463,000","10,463,000"
,,,Indonesia,"Senoro - Toili, Sulawesi",,Oil & Gas,,,BUT Tomori E&P Limited,,,,,,,,,,,,,,"503,000","503,000"
,,,Indonesia,Pendopo-Raja JOB,,Oil & Gas,Oil,,JOB Pertamina-Golden Spike Energy Indonesia Ltd,,,,,,,,"239,215",barrels,Not given,,,,"5,228,000","6,122,000"
,,,Indonesia,Pendopo-Raja JOB,,Oil & Gas,Gas,,PT PHE Raja Tempirai,,,,,,,,"425,268",MSCF,Not given,,,,"5,004,000","5,004,000"
,,,Indonesia,Jabung,,Oil & Gas,Oil,,PetroChina International Jabung Ltd.,,,,,,,,"6,524,747",barrels,Not given,,,,"922,327,000","922,327,000"
,,,Indonesia,Jabung,,Oil & Gas,Gas,,PP Oil&Gas (Jabung-Indonesia) Ltd,,,,,,,,"55,192,318",MSCF,Not given,,,,"101,801,000","101,801,000"
,,,Indonesia,Jabung,,Oil & Gas,,,Petronas Carigali Jabung Ltd,,,,,,,,,,,,,,"109,335,000","109,335,000"
,,,Indonesia,Jabung,,Oil & Gas,,,PT PHE Jabung,,,,,,,,,,,,,,"52,422,000","52,422,000"
,,,Indonesia,Salawati Basin,,Oil & Gas,Oil,,Petrochina International Bermuda Ltd,,,,,,,,"2,255,436",barrels,Not given,,,,"144,682,000","144,682,000"
,,,Indonesia,Salawati Basin,,Oil & Gas,Gas,,Lundin International BV/RHP Salawati Basin BV,,,,,,,,"503,621",MSCF,Not given,,,,"4,186,000","4,186,000"
,,,Indonesia,Salawati Basin,,Oil & Gas,,,Pearl Oil (Basin) Ltd/Petrogas (Basin) Ltd,,,,,,,,,,,,,,"5,553,000","5,553,000"
,,,Indonesia,Salawati Basin,,Oil & Gas,,,RHP Salawati Basin,,,,,,,,,,,,,,,
,,,Indonesia,Salawati Basin,,Oil & Gas,,,PT PHE Salawati Basin,,,,,,,,,,,,,,"1,327,000","1,327,000"
,,,Indonesia,Bangko,,Oil & Gas,Oil,,PetroChina International Bangko Ltd.,,,,,,,,"23,000",barrels,Not given,,,,"329,000","329,000"
,,,Indonesia,Bangko,,Oil & Gas,,,SK Corporation,,,,,,,,,,,,,,,
,,,Indonesia,Berau,,Oil & Gas,Oil,,BP Berau Ltd.,,,,,,,,"1,366,796",barrels,Not given,,,,"84,528,000","85,283,000"
,,,Indonesia,Berau,,Oil & Gas,Gas,,Ml Berau BV,,,,,,,,"212,625,923",MSCF,Not given,,,,"13,313,000","13,313,000"
,,,Indonesia,Berau,,Oil & Gas,,,Nippon Oil Exploration (Berau) Ltd,,,,,,,,,,,,,,"11,550,000","11,550,000"
,,,Indonesia,Berau,,Oil & Gas,,,KG Berau Petroleum Ltd,,,,,,,,,,,,,,"8,084,000","8,084,000"
,,,Indonesia,Wiriagar,,Oil & Gas,Oil,,BP Wiriagar Ltd.,,,,,,,,"138,146",barrels,Not given,,,,"9,249,000","9,342,000"
,,,Indonesia,Wiriagar,,Oil & Gas,Gas,,Talisman Wiriagar Overseas Ltd,,,,,,,,"21,490,692",MSCF,Not given,,,,"3,279,000","3,205,000"
,,,Indonesia,Wiriagar,,Oil & Gas,,,KG Wiriagar Petroleum Ltd,,,,,,,,,,,,,,"1,746,000","1,746,000"
,,,Indonesia,Rimau,,Oil & Gas,Oil,,PT Medco E&P Rimau,,,,,,,,"6,034,190",barrels,Not given,,,,"384,957,000","384,957,000"
,,,Indonesia,Rimau,,Oil & Gas,Gas,,Perusda Pertambangan & Energi,,,,,,,,"2,339,380",MSCF,Not given,,,,"2,754,000","2,754,000"
,,,Indonesia,South & Central Sumatra,,Oil & Gas,Oil,,PT Medco E&P Indonesia,,,,,,,,"2,715,261",barrels,Not given,,,,"419,430,000","419,430,000"
,,,Indonesia,South & Central Sumatra,,Oil & Gas,Gas,,,,,,,,,,"43,785,025",MSCF,Not given,,,,,
