Source,Source Date,True At,Country,Project Name / concession layer,Project_ID,Commodity Type Overview,Commodity_type,Date of participation data,Company_Name,Company_ID,Share,Is Operator,License_name,License_ID,Government,Organisation_Identifier,Production_volume,Production_unit,Price from EITI Report,Unit,Payment_type,Currency,Payment received by government (US$),Payment by company (US$)
#source,#sourceDate,#trueAt,#country,#project,#project+identifier,#commodity,#commodity+code,#participant+trueAt,#participant+company,#participant+company+identifier,#participant+share,#participant+isOperator,#license,#license+identifier,,,,,,,,,,
,,,Indonesia,Tarakan,,Oil & Gas,Oil,,PT Medco E&P Tarakan,,,,,,,,"864,596",barrels,Not given,,,,"76,111,000","76,111,000"
,,,Indonesia,Tarakan,,Oil & Gas,Gas,,,,,,,,,,"1,677,906",MSCF,Not given,,,,,
,,,Indonesia,Lematang,,Oil & Gas,Oil,,PT Medco E&P Lematang,,,,,,,,134,barrels,Not given,,,,"4,492,000","4,492,000"
,,,Indonesia,Lematang,,Oil & Gas,Gas,,Lematang E&P Limited,,,,,,,,"9,819,032",MSCF,Not given,,,,,
,,,Indonesia,Lematang,,Oil & Gas,,,Lundin Lematang BV,,,,,,,,,,,,,,,
,,,Indonesia,Block A,,Oil & Gas,,,PT Medco E&P Malaka,,,,,,,,,,,,,,,
,,,Indonesia,Block A,,Oil & Gas,,,Premier Oil Sumatra (North) BV,,,,,,,,,,,,,,,
,,,Indonesia,Block A,,Oil & Gas,,,Japex Block A Ltd,,,,,,,,,,,,,,,
,,,Indonesia,Natuna Sea Block A,,Oil & Gas,Oil,,Premier Oil Natuna SEA BV,,,,,,,,"874,135",barrels,Not given,,,,"245,866,000","231,457,000"
,,,Indonesia,Natuna Sea Block A,,Oil & Gas,Gas,,Kupfec Indonesia (Natuna) BV,,,,,,,,"54,512",MSCF,Not given,,,,"30,305,000","30,305,000"
,,,Indonesia,Natuna Sea Block A,,Oil & Gas,,,Natuna 2 BV,,,,,,,,,,,,,,"20,911,000","20,911,000"
,,,Indonesia,Natuna Sea Block A,,Oil & Gas,,,Natuna 1 BV,,,,,,,,,,,,,,"13,637,000","13,637,000"
,,,Indonesia,Malacca Strait,,Oil & Gas,Oil,,EMP Malacca Strait S.A,,,,,,,,"2,607,065",barrels,Not given,,,,"158,154,000","155,534,000"
,,,Indonesia,Malacca Strait,,Oil & Gas,,,OOGC Malacca,,,,,,,,,,,,,,"6,959,000","6,959,000"
,,,Indonesia,Malacca Strait,,Oil & Gas,,,Malacca Petroleum Limited,,,,,,,,,,,,,,"312,000","233,000"
,,,Indonesia,Malacca Strait,,Oil & Gas,,,PT Imbang Tata Alam,,,,,,,,,,,,,,,
,,,Indonesia,Kangean,,Oil & Gas,Oil,,Kangean Energy Indonesia Ltd.,,,,,,,,"923,906",barrels,Not given,,,,"18,533,000","18,481,000"
,,,Indonesia,Kangean,,Oil & Gas,Gas,,EMP Exploration (Kangean),,,,,,,,"8,885,555",MSCF,Not given,,,,,
,,,Indonesia,Korinci,,Oil & Gas,Gas,,EMP Korinci Baru Ltd,,,,,,,,"1,348,585",MSCF,Not given,,,,"246,000","246,000"
,,,Indonesia,Brantas,,Oil & Gas,Gas,,Lapindo Brantas Inc.,,,,,,,,"1,581,449",MSCF,Not given,,,,"1,098,000","1,098,000"
,,,Indonesia,Brantas,,Oil & Gas,,,PT Prakarsa Brantas,,,,,,,,,,,,,,,
,,,Indonesia,Brantas,,Oil & Gas,,,Minarak Labuan Co,,,,,,,,,,,,,,,
,,,Indonesia,Bentu,,Oil & Gas,Gas,,EMP Bentu Limited,,,,,,,,"5,032,462",MSCF,Not given,,,,"1,751,000","1,749,000"
,,,Indonesia,Tonga,,Oil & Gas,,,PT EMP Tonga,,,,,,,,,,,,,,"563,000","563,000"
,,,Indonesia,Tonga,,Oil & Gas,,,PT Kencana Surya Perkasa,,,,,,,,,,,,,,,
,,,Indonesia,Kakap,,Oil & Gas,Oil,,Star Energy (Kakap) Ltd.,,,,,,,,"1,035,053",barrels,Not given,,,,"155,971,000","155,971,000"
,,,Indonesia,Kakap,,Oil & Gas,Gas,,Premier Oil Kakap BV,,,,,,,,"12,754,987",MSCF,Not given,,,,"12,254,000","12,254,000"
,,,Indonesia,Kakap,,Oil & Gas,,,SPC Kakap Limited,,,,,,,,,,,,,,"11,128,000","11,128,000"
,,,Indonesia,Kakap,,Oil & Gas,,,Novus UK (Kakap) Ltd,,,,,,,,,,,,,,"8,046,000","8,046,000"
,,,Indonesia,Kakap,,Oil & Gas,,,PT PHE Kakap,,,,,,,,,,,,,,"7,426,000","7,426,000"
,,,Indonesia,Kakap,,Oil & Gas,,,Novus Petroleum Canada (Kakap) Ltd,,,,,,,,,,,,,,"1,772,000","1,772,000"
,,,Indonesia,Kakap,,Oil & Gas,,,Natuna UK (Kakap 2) Ltd,,,,,,,,,,,,,,"3,725,000","3,725,000"
,,,Indonesia,Kakap,,Oil & Gas,,,Novus Nominees Pty Ltd,,,,,,,,,,,,,,"1,949,000","1,949,000"
,,,Indonesia,Ogan Komering,,Oil & Gas,Oil,,JOB Pertamina - Talisman (Ogan Konering) Ltd,,,,,,,,"1,628,846",barrels,Not given,,,,"65,574,000","65,574,000"
,,,Indonesia,Ogan Komering,,Oil & Gas,Gas,,PT PHE Ogan Komering,,,,,,,,"2,727,572",MSCF,Not given,,,,"46,023,000","46,023,000"
,,,Indonesia,Ogan Komering,,Oil & Gas,,,BUT Talisman (Ogan Komering) Ltd.,,,,,,,,,,Not given,,,,,
,,,Indonesia,Pangkah,,Oil & Gas,Oil,,Hess (Indonesia-Pangkah) Ltd.,,,,,,,,"1,633,255",barrels,Not given,,,,"34,832,000","34,832,000"
,,,Indonesia,Pangkah,,Oil & Gas,Gas,,Kupfec Indonesia Pangkah BV,,,,,,,,"14,758,838",MSCF,Not given,,,,,
,,,Indonesia,Pangkah,,Oil & Gas,,,Hess (Indonesia-Pangkah) LLC,,,,,,,,,,,,,,,
,,,Indonesia,Sampang,,Oil & Gas,Oil,,Santos (Sampang) Pty. Ltd,,,,,,,,"867,961",barrels,Not given,,,,"43,343,000","43,343,000"
,,,Indonesia,Sampang,,Oil & Gas,Gas,,Singapore Petroleum Company Ltd,,,,,,,,"19,022,644",MSCF,Not given,,,,,
,,,Indonesia,Sampang,,Oil & Gas,,,Cue Sampang Pty Ltd,,,,,,,,,,,,,,,
,,,Indonesia,Madura,,Oil & Gas,Gas,,Santos (Madura Offshore) Pty. Ltd.,,,,,,,,"42,452,633",MSCF,Not given,,,,"66,448,000","66,448,000"
,,,Indonesia,Madura,,Oil & Gas,,,Petronas Carigali Madura lrd,,,,,,,,,,,,,,"5,792,000","5,792,000"
,,,Indonesia,Madura,,Oil & Gas,,,Petrogas Pantai Madura,,,,,,,,,,,,,,"4,310,000","4,310,000"
,,,Indonesia,Sengkang,,Oil & Gas,Gas,,Energy Equity Epic (Sengkang) Pty. Ltd.,,,,,,,,"14,049,879",MSCF,Not given,,,,"13,318,000","13,318,000"
,,,Indonesia,Seram Non Bula,,Oil & Gas,Oil,,CITIC Seram Energy Ltd.,,,,,,,,"891,842",barrels,Not given,,,,"6,957,000","6,957,000"
,,,Indonesia,Seram Non Bula,,Oil & Gas,,,Kufpec (Indonesia) Limited,,,,,,,,,,,,,,,
,,,Indonesia,Seram Non Bula,,Oil & Gas,,,Gulf petroleum Investment Co,,,,,,,,,,,,,,,
,,,Indonesia,Seram Non Bula,,Oil & Gas,,,Lion International Investment Ltd,,,,,,,,,,,,,,,
,,,Indonesia,Bula,,Oil & Gas,Oil,,Kalrez Petroleum (Seram) Ltd.,,,,,,,,"147,787",barrels,Not given,,,,"2,044,000","2,044,000"
,,,Indonesia,Tungkal,,Oil & Gas,Oil,,Mont D'Or Oil Tungkai Ltd,,,,,,,,"224,991",barrels,Not given,,,,"3,173,000","3,173,000"
,,,Indonesia,Tungkal,,Oil & Gas,,,Fuel-X,,,,,,,,,,,,,,,
,,,Indonesia,Selat Panjang,,Oil & Gas,Oil,,Petroselat Ltd.,,,,,,,,"93,601",barrels,Not given,,,,"1,505,000","1,505,000"
,,,Indonesia,Selat Panjang,,Oil & Gas,,,Petrochina International Selat Panjang ltd,,,,,,,,,,,,,,,
,,,Indonesia,Selat Panjang,,Oil & Gas,,,International Mineral Resources Inc.,,,,,,,,,,,,,,,
,,,Indonesia,Wailawi,,Oil & Gas,Gas,,BUMD Benuo Taka,,,,,,,,"367,365",MSCF,Not given,,,,"597,000","597,000"
,,,Indonesia,Gebang,,Oil & Gas,Oil,,JOB Pertamina-Costa International Group Ltd,,,,,,,,"13,626",barrels,Not given,,,,"193,000","193,000"
,,,Indonesia,Gebang,,Oil & Gas,Gas,,PT PHE Gebang,,,,,,,,"264,018",MSCF,Not given,,,,,
,,,Indonesia,Gebang,,Oil & Gas,,,EMP Genbang Ltd,,,,,,,,,,,,,,,
,,,Indonesia,Langgak,,Oil & Gas,Oil,,SPR Langgak,,,,,,,,"217,056",barrels,Not given,,,,"15,488,000","15,488,000"
,,,Indonesia,Langgak,,Oil & Gas,,,Kingswood Capital Ltd,,,,,,,,,,,,,,"1,062,000","1,062,000"
,,,Indonesia,Merangin II,,Oil & Gas,Oil,,PT Sele Raya Merangin Dua,,,,,,,,"391,293",barrels,Not given,,,,"4,475,000","4,475,000"
,,,Indonesia,Merangin II,,Oil & Gas,,,Merangin BV,,,,,,,,,,,,,,,
,,,Indonesia,Merangin II,,Oil & Gas,,,Sinochem Merangin Ltd,,,,,,,,,,,,,,,
,,,Indonesia,Bawean,,Oil & Gas,Oil,,Camar Resources Canada Inc,,,,,,,,"340,568",barrels,Not given,,,,"3,083,000","2,985,000"
,,,Indonesia,Bawean,,Oil & Gas,,,Camar Bawean Petroleum Ltd,,,,,,,,,,,,,,,
,,,Indonesia,Pase,,Oil & Gas,Oil,,Triangle Pase,,,,,,,,"28,401",barrels,Not given,,,,"2,881,000","2,881,000"
,,,Indonesia,Pase,,Oil & Gas,Gas,,,,,,,,,,"615,297",MSCF,Not given,,,,,
,,,Indonesia,"Jambi Merang Block, Ons. Jambi",,Oil & Gas,Oil,,JOB Pertamina - Talisman Jambi Merang,,,,,,,,"917,870",barrels,Not given,,,,"54,503,000","54,503,000"
,,,Indonesia,"Jambi Merang Block, Ons. Jambi",,Oil & Gas,Gas,,PT PHE Jambi Merang,,,,,,,,"20,481,081",MSCF,Not given,,,,"37,303,000","37,303,000"
,,,Indonesia,"Jambi Merang Block, Ons. Jambi",,Oil & Gas,,,Talisman (Jambi Merang) Limited,,,,,,,,,,,,,,"8,793,000","8,793,000"
,,,Indonesia,"Jambi Merang Block, Ons. Jambi",,Oil & Gas,,,Pacific Oil & Gas (Jami Merang) Limited,,,,,,,,,,,,,,"6,004,000","6,004,000"
,,,Indonesia,"West Madura, Off. East Java",,Oil & Gas,Oil,,JOA Pertamina Kodeco,,,,,,,,"3,908,537",barrels,Not given,,,,"215,762,000","215,805,000"
,,,Indonesia,"West Madura, Off. East Java",,Oil & Gas,Gas,,PT PHE Madura,,,,,,,,"46,081,016",MSCF,Not given,,,,"134,554,000","134,554,000"
,,,Indonesia,"West Madura, Off. East Java",,Oil & Gas,,,CNOOC Madura Ltd,,,,,,,,,,,,,,"13,843,000","11,600,000"
,,,Indonesia,"Tengah Block, Off. East Kal.",,Oil & Gas,Oil,,JOA Total E&P Indonesi,,,,,,,,"601,162",barrels,Not given,,,,"23,470,000","23,470,000"
,,,Indonesia,"Tengah Block, Off. East Kal.",,Oil & Gas,Gas,,PT PHE Tengah Area,,,,,,,,"11,995,304",MSCF,Not given,,,,"18,594,000","18,594,000"
,,,Indonesia,"Tengah Block, Off. East Kal.",,Oil & Gas,,,Inpex Tengah,,,,,,,,,,,,,,"2,274,000","2,274,000"
,,,Indonesia,"Tengah Block, Off. East Kal.",,Oil & Gas,,,Pertamina JOA Tengah,,,,,,,,,,,,,,,
,,,Indonesia,"Tengah Block, Off. East Kal.",,Oil & Gas,,,Indonesia Participant,,,,,,,,,,,,,,,
,,,Indonesia,West Kampar Block,,Oil & Gas,Oil,,PT Sumatera Persada Energy,,,,,,,,"50,874",barrels,Not given,,,,"566,000","566,000"
,,,Mozambique,Pande-Temane gas project,,Gas,Condensed Gas,,Sasol Petroleum Temane Ltd (Operator and holder of 70% interest),,,,,,,,"695,938",bbj,,,,,"3,770,300 and 2,528,854 gigajoules of natural gas","4,811,781 and 2,528,854 gigajoules of natural gas"
,,,Mozambique,Pande-Temane gas project,,Gas,Natural Gas,,Companhia Moí_ambicana de Hidrocarbonetos SARL (25%),,,,,,,,"104,519,840",gigajoules,,,,,0,"2,997,321"
,,,Mozambique,Pande-Temane gas project,,Gas,,,International Finance Corporation (5%),,,,,,,,,,,,,,Not given,Not given
,,,Mozambique,,,Gas,,,,,,,,,,,,,,,,,,
,,,Mozambique,,,Gas,,,,,,,,,,,,,,,,,,
,,,Mozambique,Pande-Temane gas project,,Gas,Gas,,Sasol Petroleum Temane Ltd (Operator and holder of 70% interest),,,,,,,,"131,555,851",gigajoules,,,,,"9,344,396 and 3,503,780 gigajoules of gas","9,344,407 and 3,503,780 gigajoules of gas"
,,,Mozambique,Pande-Temane gas project,,Gas,Gas,,Companhia Moí_ambicana de Hidrocarbonetos SARL (25%),,,,,,,,,,,,,,"9,725,943","9,706,995"
,,,Mozambique,Pande-Temane gas project,,Gas,Gas,,International Finance Corporation (5%),,,,,,,,,,,,,,Not given,Not given
,,,Mozambique,Pande-Temane gas project,,Gas,Gas,,Sasol Petroleum Mocambique Ltd,,,,,,,,,,,,,,0,0
,,,Mozambique,Pande-Temane gas project,,Gas,Gas,,Republic of Mozambique Pipeline Company (Operator of the pipeline),,,,,,,,,,,,,,"19,242,610","19,242,610"
,,,Timor Leste,,,Oil & Gas,,,,,,,,,,,,,,,,,,
,,,Timor Leste,,,Oil & Gas,,,,,,,,,,,,,,,,,,
,,,Timor Leste,JPDA 03-12,,Oil & Gas,Crude Oil; Natural Gas; Liquefied Petroleum Gas,,ConocoPhillips (03-12) Pty Ltd (Operator),,,,,,,,Not given,,,,,,"720,537,387","720,537,387"
,,,Timor Leste,JPDA 03-12,,Oil & Gas,Crude Oil; Natural Gas; Liquefied Petroleum Gas,,Santos,,,,,,,,,,,,,,Not available,Not available
,,,Timor Leste,JPDA 03-12,,Oil & Gas,Crude Oil; Natural Gas; Liquefied Petroleum Gas,,Inpex Sahul,,,,,,,,,,,,,,Not available,Not available
,,,Timor Leste,JPDA 03-12,,Oil & Gas,Crude Oil; Natural Gas; Liquefied Petroleum Gas,,Eni,,,,,,,,,,,,,,Not available,Not available
,,,Timor Leste,JPDA 03-12,,Oil & Gas,Crude Oil; Natural Gas; Liquefied Petroleum Gas,,Tokyo Timor Sea Resources,,,,,,,,,,,,,,"167,637,643","167,637,643"
,,,Timor Leste,JPDA 03-13,,Oil & Gas,"Crude Oil, Natural Gas, Liquefied Petroleum Gas",,ConocoPhillips (03-13) Pty Ltd (Operator),,,,,,,,Not given,,,,,,"106,728,004","106,728,004"
,,,Timor Leste,JPDA 03-13,,Oil & Gas,"Crude Oil, Natural Gas, Liquefied Petroleum Gas",,Santos,,,,,,,,,,,,,,Not available,Not available
,,,Timor Leste,JPDA 03-13,,Oil & Gas,"Crude Oil, Natural Gas, Liquefied Petroleum Gas",,Inpex Sahul,,,,,,,,,,,,,,Not available,Not available
,,,Timor Leste,JPDA 03-19,,Oil & Gas,Gas,,Woodside Petroleum (Operator),,,,,,,,Not given,,,,,,Not available,Not available
,,,Timor Leste,JPDA 03-19,,Oil & Gas,Gas,,Shell Development,,,,,,,,,,,,,,Not given,Not given
,,,Timor Leste,JPDA 03-19,,Oil & Gas,Gas,,Osaka Gas Sunrise,,,,,,,,,,,,,,Not given,Not given
,,,Timor Leste,JPDA 03-19,,Oil & Gas,Gas,,Conoco Philips,,,,,,,,,,,,,,Not available,Not available
,,,Timor Leste,JPDA 03-20,,Oil & Gas,Gas,,Woodside Petroleum (Operator),,,,,,,,Not given,,,,,,Not available,Not available
,,,Timor Leste,JPDA 03-20,,Oil & Gas,Gas,,Shell Development,,,,,,,,,,,,,,Not given,Not given
,,,Timor Leste,JPDA 03-20,,Oil & Gas,Gas,,Osaka Gas Sunrise,,,,,,,,,,,,,,Not given,Not given
,,,Timor Leste,JPDA 03-20,,Oil & Gas,Gas,,Conoco Philips,,,,,,,,,,,,,,Not available,Not available
,,,Timor Leste,JPDA 06-101 A,,Oil & Gas,Gas,,Minza Oil & Gas,,,,,,,,Not given,,,,,,"90,330","90,330"
,,,Timor Leste,JPDA 06-102,,Oil & Gas,Gas,,Petronas (Operator),,,,,,,,Not given,,,,,,"11,564,779","11,564,779"
,,,Timor Leste,JPDA 06-102,,Oil & Gas,Gas,,Korean Gas,,,,,,,,,,,,,,Not given,Not given
,,,Timor Leste,JPDA 06-102,,Oil & Gas,Gas,,Samsung Oil & Gas,,,,,,,,,,,,,,Not given,Not given
,,,Timor Leste,JPDA 06-102,,Oil & Gas,Gas,,LG,,,,,,,,,,,,,,Not given,Not given
,,,Timor Leste,JPDA 06-103,,Oil & Gas,Gas,,Oilex (Operator),,,,,,,,Not given,,,,,,"4,476,530","4,476,530"
,,,Timor Leste,JPDA 06-103,,Oil & Gas,Gas,,Japan Energy Corporation,,,,,,,,,,,,,,"11,374","11,374"
,,,Timor Leste,JPDA 06-103,,Oil & Gas,Gas,,Vidoecon,,,,,,,,,,,,,,Not given,Not given
,,,Timor Leste,JPDA 06-103,,Oil & Gas,Gas,,Bharat PetroResources,,,,,,,,,,,,,,Not given,Not given
,,,Timor Leste,JPDA 06-103,,Oil & Gas,Gas,,GSPC,,,,,,,,,,,,,,Not given,Not given
,,,Timor Leste,JPDA 06-103,,Oil & Gas,Gas,,Pan Pacific Petroleum,,,,,,,,,,,,,,Not given,Not given
,,,Timor Leste,JPDA 06-105,,Oil & Gas,Crude Oil,,Eni JPDA 06-105 Pty Ltd (Operator),,,,,,,,Not given,,,,,,"6,989,354","6,989,354"
,,,Timor Leste,JPDA 06-105,,Oil & Gas,Crude Oil,,Inpex,,,,,,,,,,,,,,Not available,Not available
,,,Timor Leste,JPDA 06-105,,Oil & Gas,Crude Oil,,Talisman,,,,,,,,,,,,,,0,0
,,,Timor Leste,S-06-01 (Block A),,Oil & Gas,Crude Oil,,Eni (Operator),,,,,,,,Not given,,,,,,Not available,Not available
,,,Timor Leste,S-06-01 (Block A),,Oil & Gas,Crude Oil,,GALP Exploracao Producao,,,,,,,,,,,,,,Not given,Not given
,,,Timor Leste,S-06-01 (Block A),,Oil & Gas,Crude Oil,,Petrolifera,,,,,,,,,,,,,,Not given,Not given
,,,Timor Leste,S-06-01 (Block A),,Oil & Gas,Crude Oil,,Korea Gas Corporation,,,,,,,,,,,,,,Not given,Not given
,,,Timor Leste,S-06-02 (Block B),,Oil & Gas,Crude Oil,,Eni (Operator),,,,,,,,Not given,,,,,,Not available,Not available
,,,Timor Leste,S-06-02 (Block B),,Oil & Gas,Crude Oil,,GALP Exploracao Producao,,,,,,,,,,,,,,Not given,Not given
,,,Timor Leste,S-06-02 (Block B),,Oil & Gas,Crude Oil,,Petrolifera,,,,,,,,,,,,,,Not given,Not given
,,,Timor Leste,S-06-02 (Block B),,Oil & Gas,Crude Oil,,Korea Gas Corporation,,,,,,,,,,,,,,Not given,Not given
,,,Timor Leste,S-06-03 (Block C),,Oil & Gas,Crude Oil,,Eni (Operator),,,,,,,,Not given,,,,,,Not available,Not available
,,,Timor Leste,S-06-03 (Block C),,Oil & Gas,Crude Oil,,GALP Exploracao Producao,,,,,,,,,,,,,,Not given,Not given
,,,Timor Leste,S-06-03 (Block C),,Oil & Gas,Crude Oil,,Petrolifera,,,,,,,,,,,,,,Not given,Not given
,,,Timor Leste,S-06-03 (Block C),,Oil & Gas,Crude Oil,,Korea Gas Corporation,,,,,,,,,,,,,,Not given,Not given
,,,Timor Leste,S-06-04 (Block E),,Oil & Gas,Crude Oil,,Eni (Operator),,,,,,,,Not given,,,,,,Not available,Not available
,,,Timor Leste,S-06-04 (Block E),,Oil & Gas,Crude Oil,,GALP Exploracao Producao,,,,,,,,,,,,,,Not given,Not given
,,,Timor Leste,S-06-04 (Block E),,Oil & Gas,Crude Oil,,Petrolifera,,,,,,,,,,,,,,Not given,Not given
,,,Timor Leste,S-06-04 (Block E),,Oil & Gas,Crude Oil,,Korea Gas Corporation,,,,,,,,,,,,,,Not given,Not given
,,,Timor Leste,S-06-05 (Block H),,Oil & Gas,Crude Oil,,Eni (Operator),,,,,,,,Not given,,,,,,Not available,Not available
,,,Timor Leste,S-06-05 (Block H),,Oil & Gas,Crude Oil,,GALP Exploracao Producao,,,,,,,,,,,,,,Not given,Not given
,,,Timor Leste,S-06-05 (Block H),,Oil & Gas,Crude Oil,,Petrolifera,,,,,,,,,,,,,,Not given,Not given
,,,Timor Leste,S-06-05 (Block H),,Oil & Gas,Crude Oil,,Korea Gas Corporation,,,,,,,,,,,,,,Not given,Not given
,,,Timor Leste,S-06-06 (Block K),,Oil & Gas,Crude Oil,,Reliance Exploration & Production (Operator),,,,,,,,Not given,,,,,,"104,880","104,880"
,,,Timor Leste,S-06-06 (Block K),,Oil & Gas,Crude Oil,,Oil India Limited,,,,,,,,,,,,,,Not given,Not given
,,,Timor Leste,S-06-06 (Block K),,Oil & Gas,Crude Oil,,India Oil Corporation Limited,,,,,,,,,,,,,,Not given,Not given
,,,Timor Leste,JPDA 03-12,,Oil & Gas,"Crude Oil, Natural Gas, Liquefied Petroleum Gas",,ConocoPhillips (03-12) Pty Ltd (Operator),,,,,,,,Not given,,,,,,"1,086,543,694","1,086,543,694"
,,,Timor Leste,JPDA 03-12,,Oil & Gas,"Crude Oil, Natural Gas, Liquefied Petroleum Gas",,Santos,,,,,,,,,,,,,,Not available,Not available
,,,Timor Leste,JPDA 03-12,,Oil & Gas,"Crude Oil, Natural Gas, Liquefied Petroleum Gas",,Inpex Sahul,,,,,,,,,,,,,,Not available,Not available
,,,Timor Leste,JPDA 03-12,,Oil & Gas,"Crude Oil, Natural Gas, Liquefied Petroleum Gas",,Eni,,,,,,,,,,,,,,Not available,Not available
,,,Timor Leste,JPDA 03-12,,Oil & Gas,"Crude Oil, Natural Gas, Liquefied Petroleum Gas",,Tokyo Timor Sea Resources,,,,,,,,,,,,,,"290,213,987","290,213,987"
,,,Timor Leste,JPDA 03-13,,Oil & Gas,"Crude Oil, Natural Gas, Liquefied Petroleum Gas",,ConocoPhillips (03-13) Pty Ltd (Operator),,,,,,,,Not given,,,,,,"164,037,863","164,037,863"
,,,Timor Leste,JPDA 03-13,,Oil & Gas,"Crude Oil, Natural Gas, Liquefied Petroleum Gas",,Santos,,,,,,,,,,,,,,Not available,Not available
,,,Timor Leste,JPDA 03-13,,Oil & Gas,"Crude Oil, Natural Gas, Liquefied Petroleum Gas",,Inpex Sahul,,,,,,,,,,,,,,Not available,Not available
,,,Timor Leste,JPDA 03-19,,Oil & Gas,Gas,,Woodside Petroleum (Operator),,,,,,,,Not given,,,,,,Not available,Not available
,,,Timor Leste,JPDA 03-19,,Oil & Gas,Gas,,Shell Development,,,,,,,,,,,,,,Not given,Not given
,,,Timor Leste,JPDA 03-19,,Oil & Gas,Gas,,Osaka Gas Sunrise,,,,,,,,,,,,,,Not given,Not given
,,,Timor Leste,JPDA 03-19,,Oil & Gas,Gas,,Conoco Philips,,,,,,,,,,,,,,Not available,Not available
,,,Timor Leste,JPDA 03-20,,Oil & Gas,Gas,,Woodside Petroleum (Operator),,,,,,,,Not given,,,,,,Not available,Not available
,,,Timor Leste,JPDA 03-20,,Oil & Gas,Gas,,Shell Development,,,,,,,,,,,,,,Not given,Not given
,,,Timor Leste,JPDA 03-20,,Oil & Gas,Gas,,Osaka Gas Sunrise,,,,,,,,,,,,,,Not given,Not given
,,,Timor Leste,JPDA 03-20,,Oil & Gas,Gas,,Conoco Philips,,,,,,,,,,,,,,Not available,Not available
,,,Timor Leste,JPDA 06-101 A,,Oil & Gas,Gas,,Minza Oil & Gas,,,,,,,,Not given,,,,,,"91,746","91,746"
,,,Timor Leste,JPDA 06-102,,Oil & Gas,Gas,,Petronas (Operator),,,,,,,,Not given,,,,,,107,107
,,,Timor Leste,JPDA 06-102,,Oil & Gas,Gas,,Korean Gas,,,,,,,,,,,,,,Not given,Not given
,,,Timor Leste,JPDA 06-102,,Oil & Gas,Gas,,Samsung Oil & Gas,,,,,,,,,,,,,,Not given,Not given
,,,Timor Leste,JPDA 06-102,,Oil & Gas,Gas,,LG,,,,,,,,,,,,,,Not given,Not given
,,,Timor Leste,JPDA 06-103,,Oil & Gas,Gas,,Oilex (Operator),,,,,,,,Not given,,,,,,"417,407","417,407"
,,,Timor Leste,JPDA 06-103,,Oil & Gas,Gas,,Japan Energy Corporation,,,,,,,,,,,,,,"29,751","29,751"
,,,Timor Leste,JPDA 06-103,,Oil & Gas,Gas,,Vidoecon,,,,,,,,,,,,,,Not given,Not given
,,,Timor Leste,JPDA 06-103,,Oil & Gas,Gas,,Bharat PetroResources,,,,,,,,,,,,,,Not given,Not given
,,,Timor Leste,JPDA 06-103,,Oil & Gas,Gas,,GSPC,,,,,,,,,,,,,,Not given,Not given
,,,Timor Leste,JPDA 06-103,,Oil & Gas,Gas,,Pan Pacific Petroleum,,,,,,,,,,,,,,Not given,Not given
,,,Timor Leste,JPDA 06-105,,Oil & Gas,Crude Oil,,Eni JPDA 06-105 Pty Ltd (Operator),,,,,,,,Not given,,,,,,"49,587,120","49,587,120"
,,,Timor Leste,JPDA 06-105,,Oil & Gas,Crude Oil,,Inpex,,,,,,,,,,,,,,Not available,Not available
,,,Timor Leste,JPDA 06-105,,Oil & Gas,Crude Oil,,Talisman,,,,,,,,,,,,,,"6,419,484","6,419,484"
,,,Timor Leste,S-06-01 (Block A),,Oil & Gas,Crude Oil,,Eni (Operator),,,,,,,,Not given,,,,,,Not available,Not available
,,,Timor Leste,S-06-01 (Block A),,Oil & Gas,Crude Oil,,GALP Exploracao Producao,,,,,,,,,,,,,,Not given,Not given
,,,Timor Leste,S-06-01 (Block A),,Oil & Gas,Crude Oil,,Petrolifera,,,,,,,,,,,,,,Not given,Not given
,,,Timor Leste,S-06-01 (Block A),,Oil & Gas,Crude Oil,,Korea Gas Corporation,,,,,,,,,,,,,,Not given,Not given
,,,Timor Leste,S-06-02 (Block B),,Oil & Gas,Crude Oil,,Eni (Operator),,,,,,,,Not given,,,,,,Not available,Not available
,,,Timor Leste,S-06-02 (Block B),,Oil & Gas,Crude Oil,,GALP Exploracao Producao,,,,,,,,,,,,,,Not given,Not given
,,,Timor Leste,S-06-02 (Block B),,Oil & Gas,Crude Oil,,Petrolifera,,,,,,,,,,,,,,Not given,Not given
,,,Timor Leste,S-06-02 (Block B),,Oil & Gas,Crude Oil,,Korea Gas Corporation,,,,,,,,,,,,,,Not given,Not given
,,,Timor Leste,S-06-03 (Block C),,Oil & Gas,Crude Oil,,Eni (Operator),,,,,,,,Not given,,,,,,Not available,Not available
,,,Timor Leste,S-06-03 (Block C),,Oil & Gas,Crude Oil,,GALP Exploracao Producao,,,,,,,,,,,,,,Not given,Not given
,,,Timor Leste,S-06-03 (Block C),,Oil & Gas,Crude Oil,,Petrolifera,,,,,,,,,,,,,,Not given,Not given
,,,Timor Leste,S-06-03 (Block C),,Oil & Gas,Crude Oil,,Korea Gas Corporation,,,,,,,,,,,,,,Not given,Not given
,,,Timor Leste,S-06-04 (Block E),,Oil & Gas,Crude Oil,,Eni (Operator),,,,,,,,Not given,,,,,,Not available,Not available
,,,Timor Leste,S-06-04 (Block E),,Oil & Gas,Crude Oil,,GALP Exploracao Producao,,,,,,,,,,,,,,Not given,Not given
