#source,#source+type,#source+identifier,#source+contributor+name,#source+contributor+url,#source+description
OpenOilAPI,resproj/other,open-oil-api,Open Oil,http://www.openoil.net,"The OpenOil API allows automated access to data collected by Open Oil about the extractives industry - including concessions"
